Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.010763883590698242,10.106201171874998,20.918703079223633,502.734375,887.2
0.617466926574707,10.13954819432947,22.198522090911865,496.2890625,887.7
1.6101415157318115,10.106201171874998,22.223055362701416,502.734375,888.1
2.618875026702881,10.07285414942053,22.68918752670288,499.51171875,888.6
3.6111817359924316,10.106201171874998,22.68918752670288,493.06640625,889.0
4.619678735733032,9.972813082057117,22.71372079849243,486.62109375,889.4
5.612493991851807,9.472607745240065,22.25167751312256,493.06640625,889.8
6.622426271438599,10.106201171874998,22.70963191986084,493.06640625,890.3
7.613644599914551,11.340041002690398,22.263944149017334,451.171875,890.7
8.623096466064453,10.873182688327814,23.155319690704346,476.953125,891.2
9.616482019424438,10.13954819432947,22.259855270385742,470.5078125,891.6
10.624161720275879,10.07285414942053,22.243499755859375,480.17578125,892.1
11.61733865737915,9.90611903714818,22.68918752670288,486.62109375,892.4
12.612529516220093,10.07285414942053,22.70963191986084,486.62109375,892.9
13.625891923904419,9.072443475786423,22.7300763130188,496.2890625,893.3
14.614243984222412,9.83942499223924,24.41878318786621,499.51171875,893.7
15.621463298797607,9.572648812603477,22.676920890808105,496.2890625,894.2
16.61440944671631,10.206242239238412,22.725987434387207,493.06640625,894.6
17.623518228530884,10.106201171874998,22.317099571228027,486.62109375,895.0
18.61883568763733,10.13954819432947,22.746431827545166,483.3984375,895.5
19.625770330429077,10.206242239238412,22.29665517807007,496.2890625,895.9
20.61898708343506,10.00616010451159,22.247588634490967,496.2890625,896.4
21.627614736557007,10.239589261692881,22.30074405670166,496.2890625,896.8
22.62079668045044,9.939466059602648,22.263944149017334,496.2890625,897.1
23.628341674804688,10.03950712696606,22.268033027648926,489.84375,897.6
24.62239956855774,9.972813082057117,22.288477420806885,486.62109375,898.0
25.617238521575928,10.30628330660182,22.37025499343872,489.84375,898.5
26.62424921989441,10.106201171874998,22.746431827545166,486.62109375,898.9
27.617926597595215,10.30628330660182,22.725987434387207,496.2890625,899.4
28.62665867805481,10.272936284147349,23.134875297546387,489.84375,899.7
29.619746685028076,10.673100553600994,22.292566299438477,493.06640625,900.2
30.62749195098877,9.939466059602648,22.304832935333252,493.06640625,900.6
31.62318992614746,10.506365441328644,22.70963191986084,496.2890625,901.0
32.633747577667236,10.17289521678394,22.770965099334717,483.3984375,901.5
33.62589764595032,10.372977351510762,23.179852962493896,496.2890625,901.9
34.6379075050354,10.506365441328644,22.317099571228027,496.2890625,902.3
