Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.010121822357177734,-0.1646817441018209,11,0.0,0.0
22.2239031791687,0.5022587049875833,17,0.0,0.0
23.214020490646362,0.5356057274420527,17,0.0,0.0
24.22340488433838,0.7023408397144042,17,0.0,0.0
25.718411445617676,0.9024229744412251,17,0.0,0.0
26.710930824279785,0.6689938172599339,18,3.22265625,0.0
27.720067977905273,0.7690348846233448,16,3.22265625,0.0
28.712310791015625,0.5022587049875833,19,9.667968749999998,0.0
29.721431732177734,0.8023819070778142,18,9.667968749999998,0.0
30.714309215545654,0.568952749896523,19,6.4453125,0.0
31.70794177055359,0.7023408397144042,16,16.11328125,0.0
32.71644902229309,0.5022587049875833,17,41.89453125,0.0
33.709721088409424,0.6689938172599339,18,0.0,128.3
34.719550132751465,0.6356467948054627,19,6.4453125,128.4
35.26295757293701,0.3355235927152318,18,3.22265625,128.4
36.25142288208008,0.568952749896523,17,6.4453125,0.0
37.27323865890503,0.3355235927152318,16,0.0,0.0
38.25897836685181,-0.1313347216473506,19,0.0,0.0
39.27043676376343,0.6022997723509933,17,3.22265625,0.0
40.26156973838806,0.7356878621688745,19,0.0,0.0
41.268922328948975,0.6689938172599339,17,0.0,0.0
42.2568564414978,0.568952749896523,19,0.0,0.0
43.25611233711243,1.002464041804636,18,0.0,0.0
44.264545917510986,0.5022587049875833,16,3.22265625,0.0
45.251694440841675,1.6694044908940402,16,0.0,0.0
46.26110768318176,0.6022997723509933,19,3.22265625,0.0
47.25593590736389,0.5022587049875833,19,0.0,0.0
48.26135301589966,0.9357699968956954,18,0.0,0.0
49.25503206253052,0.4689116825331121,17,61.23046875,0.0
50.24881458282471,0.5022587049875833,17,174.0234375,0.0
51.25750231742859,0.5022587049875833,26,232.03125,0.0
52.256349325180054,0.5356057274420527,19,241.69921875,0.1
53.26536154747009,0.7023408397144042,16,248.14453125,0.1
54.25539588928223,0.035400390625,18,312.59765624999994,0.1
55.261147260665894,0.7023408397144042,17,309.37499999999994,0.1
56.25861978530884,0.4689116825331121,17,286.81640625,0.1
57.264737129211426,0.5022587049875833,17,248.14453125,0.1
58.25579309463501,0.4689116825331121,18,286.81640625,0.1
59.249167680740356,0.568952749896523,17,296.48437499999994,0.1
60.25844192504883,0.2688295478062912,17,280.37109374999994,0.1
61.25060844421387,-0.1646817441018209,17,319.04296875,0.1
62.26011085510254,0.5356057274420527,17,312.59765624999994,0.1
63.25875735282898,1.002464041804636,17,293.26171875,0.1
64.26648736000061,0.568952749896523,17,286.81640625,0.1
65.26022911071777,0.4689116825331121,17,309.37499999999994,0.2
