Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.008969783782958984,7.705215555153146,19,431.8359375,0
0.5266852378845215,7.871950667425496,19,386.71875,9.1
1.871311902999878,8.438850049151489,20,383.49609375,9.2
2.8794822692871094,8.105379824606786,19,418.9453125,9.4
3.875110626220703,8.872361341059603,19,428.61328125,9.5
4.881056070327759,8.138726847061257,19,377.05078124999994,9.6
5.88016939163208,8.138726847061257,20,493.06640625,9.8
6.874037742614746,7.838603644971027,19,412.5,9.9
7.876070737838745,8.172073869515728,19,370.60546875,10.2
8.869664669036865,8.072032802152318,19,367.3828125,10.2
9.878007650375366,8.005338757243377,19,422.16796875,10.4
10.873010873794556,7.805256622516554,19,444.7265625,10.6
11.880255699157715,8.438850049151489,19,386.71875,10.7
12.873471021652222,8.072032802152318,19,325.48828124999994,10.9
13.882962226867676,8.405503026697021,19,389.94140624999994,11.0
14.876258134841919,7.971991734788906,19,425.390625,11.1
15.889899015426636,8.072032802152318,19,447.94921875,11.3
16.88213539123535,8.572238138969372,19,451.171875,11.4
17.897112369537354,8.272114936879138,19,386.71875,11.5
18.885781288146973,8.138726847061257,19,393.16406249999994,11.8
19.893925428390503,8.272114936879138,19,380.2734375,11.9
20.888198375701904,8.2054208919702,19,409.27734375,12.0
21.895660877227783,8.37215600424255,19,422.16796875,12.2
22.88930916786194,8.2054208919702,19,431.8359375,12.3
23.898061990737915,8.172073869515728,19,415.72265625,12.5
24.89064383506775,8.5388911165149,19,422.16796875,12.6
25.88436794281006,8.63893218387831,19,412.5,12.8
26.893084049224854,8.138726847061257,19,409.27734375,12.9
27.90530514717102,8.2054208919702,19,476.953125,13.1
28.894293546676636,8.138726847061257,19,454.39453125,13.2
29.904110431671143,8.038685779697849,19,370.60546875,13.4
30.898110389709473,8.872361341059603,19,393.16406249999994,13.5
31.90709924697876,9.205831565604305,19,428.61328125,15.1
32.89949440956116,7.871950667425496,19,422.16796875,14.9
33.88777995109558,8.33880898178808,19,428.61328125,17.1
34.89830470085144,8.305461959333607,19,389.94140624999994,14.1
