0,0,0,0,0,0,0
0.0010114,1.6229,3157.2,28.019,492.97,0.00023615,2
0.89566,1.5983,3077.7,28.215,490.14,0.41948,2
3.5192,1.6176,3184.9,28.141,496.91,1.6516,2
5.9142,1.6061,3237.6,28.534,490.73,2.7827,2
8.3528,1.5977,3201.9,28.406,494.26,3.9399,2
10.778,1.627,3127.7,28.339,492.95,5.0869,2
13.206,1.6176,3065.2,28.353,492.36,6.2337,2
15.639,1.6136,3150.1,28.656,492.44,7.3895,2
18.028,1.609,3098.3,28.237,492.14,8.5221,2
20.285,1.6183,3185.8,28.231,491.91,9.5841,2
22.645,1.6065,3192.9,28.141,489.96,10.693,2
25.024,1.6214,3219.7,29.047,490.79,11.827,2
27.468,1.6136,3216.2,28.846,490.87,13.006,2
29.91,1.6123,3170.6,28.143,494.63,14.165,2
32.311,1.6149,3092.9,28.184,492.79,15.292,2
34.752,1.6022,3099.1,28.135,490.67,16.438,2
37.176,1.6026,3183.1,28.673,492.95,17.586,2
39.674,1.6203,3120.6,28.821,411.18,18.782,2
42.122,1.6246,3185.8,28.447,427.21,19.951,2
44.55,1.6065,3134.9,27.997,425.84,21.093,2
46.827,1.6002,3071.5,28.331,425.09,22.162,2
49.305,1.611,3225.1,28.164,424.02,23.328,2
51.672,1.622,3064.3,28.158,434.48,24.439,2
54.131,1.6229,3160.8,28.571,438.74,25.602,2
56.5,1.6342,3198.3,28.078,441.82,26.72,2
58.902,1.6178,3025.9,27.999,444.37,27.843,2
61.265,1.6168,3134,28.003,450.08,28.945,2
63.697,1.6371,3026.8,28.103,440.97,30.082,2
66.042,1.6161,3162.6,29.072,431.69,31.199,2
68.421,1.6296,3120.6,28.137,438.46,32.334,2
70.769,1.6246,3176,28.573,446.49,33.443,2
73.141,1.6346,3098.3,28.037,453.24,34.562,2
75.595,1.6255,3125.9,28.361,470.45,35.716,2
78.037,1.6275,3112.5,28.803,443.03,36.879,2
80.463,1.613,3100,29.068,438.01,38.049,2
82.749,1.6276,3129.5,27.876,448.96,39.134,2
85.209,1.6176,3050.9,29.157,447.69,40.303,2
87.659,1.6058,3066.1,28.341,443.01,41.477,2
90.084,1.6282,3142.9,29.206,439.46,42.64,2
92.489,1.6314,3158.1,28.868,462.48,43.804,2
94.803,1.6123,3092,28.41,462.39,44.908,2
97.122,1.6155,3140.2,28.304,473.16,46.004,2
99.51,1.6335,3108.1,28.724,461.21,47.139,2
101.97,1.6242,3114.3,28.21,453.57,48.307,2
104.39,1.6318,3123.3,28.644,455.95,49.451,2
106.82,1.6185,3153.6,28.145,456.6,50.602,2
109.26,1.6165,3131.3,29.194,458.76,51.767,2
111.7,1.6229,3074.1,29.724,477.72,52.965,2
114.12,1.6238,3129.5,28.259,482.48,54.138,2
116.62,1.6435,3144.7,28.392,481.64,55.314,2
119.05,1.6428,3003.6,29.127,487.14,56.48,2
121.48,1.6244,2983.9,27.993,487.45,57.638,2
123.93,1.6368,3075,29.058,486.19,58.804,2
126.35,1.655,3106.3,28.408,487.74,59.963,2
128.76,1.6368,3021.4,27.929,486.27,61.093,2
131.23,1.6248,3059.8,28.746,487.9,62.261,2
133.7,1.6386,3058.1,28.251,482.92,63.433,2
136.15,1.6344,3146.5,28.327,485.35,64.589,2
138.62,1.6362,3146.5,28.677,486.8,65.76,2
141.07,1.6378,3145.6,28.046,486.74,66.92,2
143.61,1.6386,3100.9,28.133,486.98,68.107,2
146.09,1.6422,3102.7,28.475,483.54,69.277,2
148.51,1.6468,3081.3,27.964,493.06,70.415,2
150.97,1.6631,3027.7,29.328,487.47,71.592,2
153.41,1.64,3126.8,28.394,491.61,72.763,2
155.89,1.6371,3115.2,28.202,490.67,73.934,2
158.36,1.6395,3116.1,28.259,488.82,75.098,2
160.82,1.6395,3062.5,28.375,488.33,76.258,2
163.31,1.6351,3090.2,28.243,486.19,77.434,2
165.72,1.6479,3003.6,27.95,486.7,78.559,2
168.03,1.6441,3093.8,28.5,487.47,79.646,2
170.42,1.658,3128.6,28.905,485.64,80.791,2
172.84,1.6382,3097.4,28.076,489.98,81.939,2
175.21,1.6448,3109,28.339,489.51,83.053,2
177.5,1.6362,3106.3,28.272,486.49,84.134,2
179.89,1.6524,3094.7,28.373,488.53,85.264,2
182.38,1.6441,3100,28.009,488.51,86.432,2
184.79,1.6517,3077.7,28.043,488.41,87.558,2
187.23,1.6365,3082.2,28.021,488.55,88.696,2
189.69,1.6371,3054.5,28.019,484.15,89.847,2
192.14,1.6355,3083.1,28.691,486.8,91.006,2
194.51,1.649,3126.8,28.487,488.37,92.135,2
196.89,1.6567,3060.7,28.068,490.59,93.258,2
199.29,1.653,3059.8,28.039,489.65,94.378,2
201.76,1.6359,3058.1,28.972,487.94,95.551,2
203.94,1.6621,3117.9,28.453,486.45,96.593,2
206.31,1.674,3065.2,28.015,484.55,97.711,2
208.66,1.6549,3132.2,28.628,488.82,98.817,2
211.1,1.658,3100.9,29.084,486.37,99.992,2
213.28,1.6499,3102.7,28.017,489.79,101.03,2
215.34,1.6683,3038.4,28.103,488.47,101.99,2
217.46,1.6713,3145.6,28.019,441.46,102.98,2
219.5,1.6441,3073.2,29.483,451.87,103.96,2
221.63,1.6647,3136.7,28.347,444.43,104.99,2
224.07,1.6455,3058.9,28.96,439.17,106.15,2
226.47,1.6455,3024.1,28.253,454.77,107.3,2
228.86,1.658,3039.3,27.915,452.12,108.42,2
231.21,1.6728,3049.1,28.129,462.68,109.51,2
233.62,1.658,3123.3,28.585,457.97,110.65,2
236.07,1.6669,3062.5,28.933,456.79,111.83,2
238.47,1.6527,3056.3,28.058,481.99,112.97,2
240.9,1.6525,3026.8,28.109,483.84,114.1,2
243.32,1.6645,3105.4,29.428,487.47,115.26,2
245.73,1.6573,3149.2,27.931,487.25,116.42,2
248.15,1.6514,3051.8,27.846,485.9,117.54,2
250.58,1.6488,3086.6,27.931,482.92,118.67,2
252.99,1.6633,3030.4,28.007,478.01,119.8,2
255.35,1.664,3082.2,28.329,486.67,120.9,2
257.83,1.6636,3011.6,27.895,483.35,122.06,2
260.28,1.6566,3084.9,29.39,486.53,123.23,2
262.71,1.6636,2951.7,28.524,485.53,124.41,2
264.84,1.6693,3039.3,28.229,485.45,125.42,2
267.28,1.6608,3103.6,29.214,486.96,126.58,2
269.58,1.6468,3084,27.862,489.49,127.68,2
271.89,1.6517,3067.9,29.07,486.21,128.77,2
274.28,1.6501,2986.6,28.196,487.14,129.91,2
276.65,1.6676,3084,28.866,485.33,131.04,2
279.02,1.6656,3058.1,27.852,485.11,132.16,2
281.37,1.658,3086.6,28.023,463.21,133.26,2
283.78,1.6693,3039.3,28.825,472.81,134.4,2
286.2,1.6527,3025,27.962,482.31,135.54,2
288.35,1.6619,3157.2,28.324,484.98,136.55,2
290.75,1.6656,2987.5,28.253,433.95,137.68,2
293.16,1.6573,3042,27.944,406.98,138.81,2
295.59,1.6704,2973.2,28.027,421.58,139.94,2
298.03,1.6622,2986.6,28.483,437.22,141.09,2
300.44,1.6696,3095.6,28.064,442.15,142.23,2
302.83,1.6725,2966,28.033,443.62,143.35,2
305.28,1.6632,3045.5,28.595,419.52,144.5,2
307.71,1.6647,3094.7,29.658,431.71,145.68,2
310.08,1.6887,3016.1,28.585,444,146.83,2
312.48,1.6629,3087.5,28.178,441.66,147.97,2
314.87,1.6905,3039.3,28.96,453.75,149.1,2
317.29,1.666,3064.3,28.255,430.88,150.26,2
319.68,1.6819,3100,28.056,430.24,151.38,2
322.13,1.6798,3043.8,28.813,433.32,152.54,2
324.58,1.6686,3049.1,28.422,407.8,153.71,2
327.07,1.6673,3034.8,28.567,439.64,154.89,2
329.51,1.66,2985.7,29.365,438.74,156.07,2
331.97,1.6574,2958.9,28.064,459.5,157.25,2
334.41,1.6706,3050.9,28.426,453,158.39,2
336.81,1.66,3077.7,28.025,444.94,159.52,2
339.27,1.6689,2991.1,28.567,444.88,160.69,2
341.7,1.6852,3094.7,28.465,440.09,161.84,2
344.15,1.6863,3001.8,28.728,442.52,163.01,2
346.61,1.672,2986.6,28.021,448.47,164.17,2
349.03,1.6839,3013.4,27.968,456.97,165.3,2
351.43,1.6852,3016.1,28.351,437.09,166.42,2
353.91,1.7105,3117,28.907,435.07,167.61,2
356.33,1.7001,3025,29.644,441.52,168.79,2
358.73,1.6855,3122.4,28.329,441.07,169.95,2
361.14,1.6753,3003.6,28.909,449.94,171.1,2
363.59,1.6759,2964.3,28.048,448.71,172.26,2
365.96,1.7015,3109.9,28.324,431.22,173.38,2
368.39,1.6798,3047.3,28.212,474.69,174.52,2
370.8,1.6958,3093.8,28.371,478.56,175.66,2
373.21,1.6804,2965.1,28.935,479.03,176.81,2
375.59,1.6918,2977.7,29.85,477.38,177.97,2
378.02,1.6879,3023.2,28.025,482.58,179.15,2
380.43,1.6778,3067.9,28.001,483.86,180.27,2
382.85,1.6991,3015.2,28.05,485.39,181.4,2
385.24,1.6728,3017.9,28.056,485.92,182.52,2
387.72,1.6567,3008.9,28.001,487.04,183.68,2
390.15,1.6877,3034.8,28.693,488.06,184.83,2
392.58,1.6772,2906.2,27.995,484.7,185.98,2
395.04,1.6905,2986.6,27.976,482.74,187.12,2
397.5,1.6708,2938.3,29.29,488.61,188.3,2
399.86,1.6753,2987.5,27.881,483.37,189.42,2
402.29,1.6998,2920.5,27.995,485.57,190.55,2
404.72,1.6852,2919.6,28.927,485.08,191.7,2
407.14,1.6806,2910.7,28.487,485.43,192.86,2
409.52,1.6846,3008.9,29.043,487.25,194,2
411.93,1.6839,3032.1,28.821,484.13,195.16,2
414.41,1.6766,3007.1,28.775,477.19,196.36,2
416.81,1.7005,3019.6,27.984,486.31,197.49,2
419.26,1.6906,2961.6,28.011,488.2,198.63,2
421.65,1.6766,2991.1,29.178,450.39,199.77,2
