Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.004006147384643555,11.57347015987169,0,496.2890625,0
0.5243735313415527,11.506776114962747,21,496.2890625,507.2
1.9030680656433105,12.307104653870034,21,470.5078125,507.5
2.9111223220825195,11.70685824968957,21,476.953125,508.0
3.904873847961426,11.306693980235927,21,460.83984375,508.5
4.913292407989502,11.840246339507452,21,454.39453125,509.0
5.906545400619507,11.540123137417218,21,483.3984375,509.3
6.900216817855835,11.540123137417218,21,473.73046875,509.7
7.908334255218506,11.473429092508276,21,467.28515625,510.2
8.90166687965393,12.10702251914321,20,480.17578125,510.6
9.909730911254883,11.473429092508276,21,470.5078125,511.1
10.903897523880005,11.440082070053805,21,476.953125,511.5
11.91229248046875,11.973634429325333,21,489.84375,512.0
12.905559301376343,11.540123137417218,21,473.73046875,512.3
13.913713932037354,11.973634429325333,21,483.3984375,512.8
14.907144546508789,11.60681718232616,21,486.62109375,513.2
15.921278715133667,11.306693980235927,21,467.28515625,513.7
16.913634061813354,11.60681718232616,21,496.2890625,514.1
17.92154836654663,11.840246339507452,21,493.06640625,514.5
18.914855003356934,11.60681718232616,21,493.06640625,514.9
19.908313989639282,11.640164204780628,21,496.2890625,515.4
