Time (seconds),Conductivity (mS/cm),Measured distance (cm),Flowrate (mL/min),Permeate mass (g),Stage number
0.016097068786621094,2.469733029801324,17.762088775634766,525.29296875,1851.1,1
1.2776966094970703,3.4034496585264904,18.57168674468994,528.5156249999999,1851.3,1
2.2586169242858887,2.6364681420736744,18.673908710479736,522.0703125,1851.4,1
3.2675704956054688,2.3029979175289723,18.624842166900635,528.5156249999999,1851.5,1
4.257324695587158,2.369691962437914,19.017374515533447,534.9609375,1851.7,1
5.253856658935547,3.870307972889073,18.641197681427002,518.84765625,1851.8,1
6.247236251831055,2.469733029801324,18.645286560058594,531.73828125,1851.9,1
7.251058340072632,1.869486625620861,14.863073825836182,534.9609375,1852.0,1
8.26893663406372,2.4363860073468544,19.074618816375732,534.9609375,1852.2,1
9.240141868591309,2.169609827711093,18.690264225006104,525.29296875,1852.3,1
10.251172065734863,2.369691962437914,19.0909743309021,522.0703125,1852.4,1
11.257270812988281,2.3363449399834435,15.991604328155518,525.29296875,1852.6,1
12.269863843917847,2.8698972992549674,18.669819831848145,525.29296875,1852.7,1
13.249470949172974,2.1029157828021523,18.620753288269043,522.0703125,1852.8,1
14.253706216812134,2.403038984892383,21.969544887542725,528.5156249999999,1852.9,1
15.257963180541992,2.469733029801324,18.61257553100586,525.29296875,1853.1,1
16.295349836349487,2.269650895074504,19.152307510375977,531.73828125,1853.1,1
17.258309841156006,2.5697740971647347,18.608486652374268,0.0,1853.4,1
18.257604598999023,-0.1980287665562912,18.99693012237549,534.9609375,1853.4,1
19.25083637237549,2.469733029801324,18.739330768585205,515.625,1853.6,1
20.242403507232666,2.5697740971647347,19.037818908691406,493.06640625,1853.7,1
21.2527174949646,2.1029157828021523,18.65755319595337,528.5156249999999,1853.8,1
22.246307373046875,2.5364270747102653,18.66164207458496,518.84765625,1853.9,1
23.254517793655396,2.4363860073468544,18.68208646774292,528.5156249999999,1854.1,1
24.254016637802124,2.3029979175289723,19.07052993774414,515.625,1854.2,1
25.265741109848022,2.403038984892383,18.960130214691162,528.5156249999999,1854.3,1
26.258824586868286,2.503080052255795,18.641197681427002,538.18359375,1854.5,1
27.262678861618042,2.369691962437914,18.641197681427002,538.18359375,1854.5,1
28.25110411643982,2.3029979175289723,18.641197681427002,534.9609375,1854.6,1
29.260982036590576,1.0358110642591063,19.074618816375732,544.6289062499999,1854.8,1
30.254114627838135,2.4363860073468544,18.645286560058594,528.5156249999999,1855.0,1
31.246323347091675,1.8361396031663908,19.074618816375732,531.73828125,1855.1,1
32.25700616836548,2.1029157828021523,18.63301992416382,525.29296875,1855.2,1
33.244420528411865,2.069568760347681,18.649375438690186,531.73828125,1855.3,1
34.253135681152344,2.2363038726200326,18.649375438690186,525.29296875,1855.4,1
35.24556374549866,2.369691962437914,18.65755319595337,528.5156249999999,1855.6,1
36.255062103271484,3.0032853890728486,18.718886375427246,534.9609375,1855.7,1
37.24798011779785,2.6364681420736744,19.07052993774414,531.73828125,1855.8,1
38.25567841529846,2.2363038726200326,18.68208646774292,518.84765625,1856.0,1
39.25022840499878,2.469733029801324,19.078707695007324,534.9609375,1856.1,1
