Time (seconds),Conductivity (mS/cm),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.008921146392822266,-4.433100618274007,20.055949687957764,589.74609375,000.0
0.7185964584350586,-4.399753595819536,19.994616508483887,589.74609375,0.0
1.7291524410247803,-4.666529775455298,20.039594173431396,586.5234375,0.0
2.7228171825408936,-4.399753595819536,19.52439546585083,589.74609375,0.0
3.7324700355529785,-4.1996714610927155,19.52439546585083,589.74609375,0.0
4.727671146392822,-4.366406573365066,19.585728645324707,586.5234375,0.0
5.728980541229248,-4.7332238203642385,19.974172115325928,586.5234375,0.0
6.730775833129883,-4.166324438638245,20.440304279327393,589.74609375,0.0
7.724355697631836,-4.433100618274007,19.508039951324463,0.0,0.0
8.733832597732544,-4.433100618274007,19.532573223114014,586.5234375,0.0
9.728261709213257,-4.466447640728477,19.994616508483887,592.9687499999999,0.0
10.738048553466797,-4.433100618274007,20.423948764801025,589.74609375,0.0
11.73356008529663,-4.499794663182947,20.010972023010254,589.74609375,0.0
12.741945743560791,-3.9995893263658937,19.532573223114014,589.74609375,0.0
13.738983631134033,-4.699876797909768,19.93328332901001,589.74609375,0.0
14.750126838684082,-4.433100618274007,19.97826099395752,589.74609375,0.0
15.738152503967285,-4.566488708091887,20.00279426574707,592.9687499999999,0.0
16.73310112953186,-4.433100618274007,20.02323865890503,602.63671875,0.0
17.74261784553528,-4.433100618274007,20.039594173431396,592.9687499999999,0.0
18.736052751541138,-4.399753595819536,19.986438751220703,592.9687499999999,0.0
19.74509572982788,-4.433100618274007,19.98234987258911,592.9687499999999,0.0
20.74031400680542,-4.366406573365066,19.528484344482422,592.9687499999999,0.0
21.75423812866211,-4.766570842818709,19.54483985900879,592.9687499999999,0.0
22.748497009277344,-4.433100618274007,19.97826099395752,592.9687499999999,0.0
23.75654935836792,-4.566488708091887,19.761550426483154,612.3046875,0.0
24.745797395706177,-4.533141685637418,19.5898175239563,592.9687499999999,0.0
25.754942417144775,-4.766570842818709,20.428037643432617,592.9687499999999,0.0
26.747726678848267,-4.466447640728477,19.974172115325928,580.078125,0.0
27.741925477981567,-4.466447640728477,20.00279426574707,592.9687499999999,0.0
28.751148462295532,-3.29930185482202,19.99870538711548,576.8554687499999,0.0
29.744035720825195,-4.433100618274007,19.93328332901001,0.0,0.0
30.754478454589844,-4.466447640728477,19.561195373535156,673.5351562499999,0.0
31.747740268707275,-4.866611910182119,19.54483985900879,592.9687499999999,0.0
32.75663781166077,-4.2997125284561255,20.02323865890503,602.63671875,0.2
33.75141763687134,-4.433100618274007,19.13595199584961,644.53125,0.4
34.74499535560608,-4.533141685637418,19.59390640258789,670.3125,0.6
35.754703998565674,-4.566488708091887,22.541987895965576,634.8632812499999,0.8
36.748779296875,-4.466447640728477,19.536662101745605,641.3085937499999,1.1
37.758928060531616,-4.433100618274007,19.078707695007324,647.75390625,1.3
38.75079941749573,-4.766570842818709,20.3871488571167,596.19140625,1.6
