Time (seconds),Conductivity (mS/cm),Measured distance (cm),Flowrate (mL/min),Permeate mass (g),Stage number
0.009820938110351562,-5.0,8.202290534973145,570.41015625,0,0
0.5296039581298828,-5.0,21.491146087646484,567.1875,16.5,0
1.4601852893829346,-5.0,20.59159278869629,570.41015625,16.5,0
2.4667112827301025,-5.0,21.04545831680298,573.6328125,16.5,0
3.457359790802002,-5.0,20.575237274169922,567.1875,16.5,0
4.954763889312744,-5.0,21.008658409118652,576.8554687499999,16.5,1
5.961749792098999,-5.0,21.875500679016113,641.3085937499999,16.5,1
6.956479787826538,-3.966242303911424,21.43799066543579,654.19921875,16.5,1
7.955550193786621,-4.699876797909768,20.542526245117188,657.4218749999999,16.5,1
8.957523822784424,-5.0,21.086347103118896,641.3085937499999,16.5,1
9.951128721237183,-4.866611910182119,20.6856369972229,654.19921875,16.5,1
10.962706089019775,-4.699876797909768,20.268571376800537,650.9765624999999,16.6,1
11.952824831008911,-4.7332238203642385,19.577550888061523,647.75390625,16.6,1
12.964900493621826,-4.766570842818709,20.354437828063965,650.9765624999999,16.6,1
13.954641819000244,-4.7332238203642385,20.77559232711792,654.19921875,16.6,1
14.962043285369873,-5.0,20.305371284484863,647.75390625,16.6,1
15.95581340789795,-4.533141685637418,20.77968120574951,654.19921875,16.6,1
16.96903395652771,-4.633182753000828,20.857369899749756,647.75390625,16.6,1
17.962024927139282,-4.933305955091059,20.783770084381104,650.9765624999999,16.6,1
18.969882011413574,-4.96665297754553,20.943236351013184,650.9765624999999,16.6,1
19.981051683425903,-2.465626293460265,21.36439085006714,647.75390625,16.6,2
21.478786945343018,-4.7332238203642385,21.04545831680298,592.9687499999999,16.6,2
22.481403589248657,-4.899958932636589,21.417546272277832,596.19140625,16.6,2
23.475030422210693,-5.0,21.401190757751465,602.63671875,16.6,2
24.48896598815918,-5.0,20.98003625869751,596.19140625,16.6,2
25.479315280914307,-4.666529775455298,21.008658409118652,605.859375,16.6,2
26.474793434143066,-4.799917865273179,20.947325229644775,605.859375,16.6,2
27.465627193450928,-5.0,21.02501392364502,602.63671875,16.6,2
28.476053714752197,-3.699466124275662,21.421635150909424,615.52734375,16.6,2
29.47005605697632,-5.0,21.4339017868042,570.41015625,16.6,2
30.47811985015869,-4.566488708091887,21.462523937225342,605.859375,16.6,2
31.467846393585205,-4.766570842818709,3.4714579582214355,602.63671875,16.6,2
32.48317074775696,-5.0,21.02501392364502,602.63671875,16.6,2
33.47109508514404,-5.0,21.384835243225098,605.859375,16.6,2
34.479867458343506,-4.933305955091059,23.069453239440918,602.63671875,16.6,2
35.47351360321045,-4.933305955091059,21.421635150909424,592.9687499999999,16.6,2
36.470388889312744,-5.0,21.00456953048706,605.859375,16.6,2
37.47665238380432,-4.899958932636589,20.816481113433838,599.4140625,16.7,2
38.47742009162903,-4.799917865273179,21.037280559539795,599.4140625,16.7,2
39.48824119567871,-5.0,21.425724029541016,599.4140625,16.7,2
40.47699522972107,-4.132977416183775,20.975947380065918,599.4140625,16.7,2
41.48067927360535,-4.833264887727649,21.38892412185669,612.3046875,16.7,2
42.472599506378174,-3.29930185482202,20.939147472381592,592.9687499999999,16.7,2
43.48198056221008,-4.899958932636589,21.38892412185669,596.19140625,16.7,2
44.47502088546753,-4.933305955091059,20.513904094696045,605.859375,16.7,2
45.49165940284729,-4.933305955091059,20.906436443328857,592.9687499999999,16.7,2
46.482791900634766,-4.933305955091059,21.446168422698975,602.63671875,16.7,2
47.48989248275757,-5.0,30.21681308746338,602.63671875,16.7,2
48.47831749916077,-5.0,20.9841251373291,615.52734375,16.7,2
49.47351312637329,-4.899958932636589,21.429812908172607,609.0820312499999,16.7,2
50.485918045043945,-5.0,21.41345739364624,596.19140625,16.7,2
51.47468304634094,-4.899958932636589,21.928656101226807,605.859375,16.7,2
52.481940269470215,-4.933305955091059,20.918703079223633,589.74609375,16.8,2
53.477978467941284,-4.933305955091059,21.356213092803955,596.19140625,16.8,2
54.484158515930176,-4.766570842818709,24.799048900604248,605.859375,16.8,2
55.47793412208557,-4.7332238203642385,20.91052532196045,596.19140625,16.8,2
56.483869552612305,-4.866611910182119,21.384835243225098,605.859375,16.8,2
57.475712299346924,-4.933305955091059,21.36847972869873,602.63671875,16.8,2
58.48761057853699,-4.366406573365066,21.429812908172607,599.4140625,16.8,2
59.48045301437378,-4.96665297754553,21.765100955963135,605.859375,16.8,2
60.487622022628784,-4.899958932636589,23.519229888916016,596.19140625,16.8,2
61.48040175437927,-4.933305955091059,21.466612815856934,605.859375,16.8,2
62.47612714767456,-4.866611910182119,21.810078620910645,602.63671875,16.8,2
63.49379348754883,-5.0,22.194433212280273,596.19140625,16.8,2
64.48617458343506,-4.266365506001655,21.82643413543701,602.63671875,16.8,2
65.48619389533997,-1.1650924177359272,21.335768699645996,599.4140625,16.8,2
66.49045944213867,-4.866611910182119,21.429812908172607,599.4140625,16.8,2
67.48864579200745,-4.96665297754553,20.992302894592285,589.74609375,16.8,2
68.47905373573303,-4.866611910182119,20.951414108276367,0.0,16.8,2
69.47670483589172,-4.633182753000828,21.442079544067383,599.4140625,16.8,2
70.4843680858612,-5.0,21.360301971435547,605.859375,16.8,2
71.48066806793213,-5.0,21.397101879119873,599.4140625,16.8,2
72.49116063117981,-4.433100618274007,22.272121906280518,605.859375,16.8,2
73.48728585243225,-5.0,20.922791957855225,602.63671875,16.9,2
74.48717021942139,-4.7332238203642385,21.061813831329346,599.4140625,16.9,2
75.48029398918152,-4.933305955091059,21.429812908172607,605.859375,16.9,2
76.48938274383545,-4.899958932636589,21.384835243225098,563.96484375,16.9,2
