Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.010690450668334961,8.438850049151489,10,576.8554687499999,0
0.5294556617736816,8.839014318605132,19,609.0820312499999,121.4
1.7592499256134033,8.672279206332782,18,612.3046875,121.5
2.752577066421509,8.905708363514073,19,605.859375,121.7
3.7450144290924072,8.77232027369619,19,563.96484375,121.9
4.755174875259399,8.77232027369619,19,576.8554687499999,122.0
5.747978687286377,8.572238138969372,19,573.6328125,122.1
6.756724119186401,8.972402408423012,19,560.7421874999999,122.3
7.748458623886108,9.139137520695362,19,496.2890625,122.5
8.757538318634033,8.805667296150661,19,496.2890625,122.6
9.751502990722656,8.37215600424255,19,473.73046875,122.7
10.760455846786499,8.939055385968542,19,544.6289062499999,122.9
11.755234241485596,9.039096453331954,19,505.95703125,123.0
12.762080192565918,8.77232027369619,19,441.50390625,123.1
13.755348682403564,8.905708363514073,19,447.94921875,123.3
14.764298915863037,8.705626228787253,19,406.0546875,123.4
15.757311820983887,8.405503026697021,19,512.4023437499999,123.6
16.766563653945923,8.405503026697021,19,557.51953125,123.8
17.759533882141113,8.805667296150661,19,541.40625,123.9
18.777222871780396,8.738973251241722,18,493.06640625,124.1
19.76692533493042,8.305461959333607,19,570.41015625,124.2
20.7730233669281,8.438850049151489,19,528.5156249999999,124.4
21.76500391960144,9.239178588058776,19,389.94140624999994,124.5
22.75704526901245,8.939055385968542,19,483.3984375,124.6
23.76606774330139,8.738973251241722,19,480.17578125,124.9
24.759310722351074,8.972402408423012,18,470.5078125,125.0
25.768411874771118,8.939055385968542,19,499.51171875,125.1
26.76240038871765,8.805667296150661,19,489.84375,125.3
27.770623207092285,8.839014318605132,19,428.61328125,125.4
28.766589879989624,9.039096453331954,17,557.51953125,125.5
29.77236533164978,8.705626228787253,19,547.8515625,125.7
30.767348289489746,7.805256622516554,19,541.40625,125.8
31.7748703956604,9.105790498240893,19,534.9609375,126.0
32.769845724105835,8.138726847061257,19,522.0703125,126.1
33.77927803993225,9.90611903714818,19,515.625,126.3
34.77793025970459,9.172484543149835,19,454.39453125,126.5
35.78012776374817,8.805667296150661,19,438.28125,126.6
36.772552490234375,8.905708363514073,19,476.953125,126.7
37.78025484085083,8.805667296150661,19,454.39453125,126.9
38.77375292778015,9.305872632967713,19,509.1796875,127.0
39.78144860267639,9.005749430877485,19,489.84375,127.2
40.77804732322693,8.705626228787253,19,502.734375,127.3
41.789878129959106,8.77232027369619,19,573.6328125,127.5
42.786614418029785,8.805667296150661,19,583.30078125,127.6
43.7900230884552,8.805667296150661,19,518.84765625,127.7
44.781352281570435,9.005749430877485,19,418.9453125,127.9
45.77720093727112,9.005749430877485,19,422.16796875,128.1
46.78587341308594,8.705626228787253,19,425.390625,128.2
47.79252600669861,8.872361341059603,19,422.16796875,128.3
48.78989911079407,8.839014318605132,18,402.83203125,128.5
49.78147077560425,8.905708363514073,19,412.5,140.1
50.79021859169006,8.805667296150661,19,383.49609375,8.4
51.80242848396301,7.971991734788906,19,415.72265625,8.4
52.80683946609497,8.839014318605132,19,351.26953125,8.4
53.80098605155945,8.77232027369619,19,415.72265625,8.4
54.80869245529175,8.872361341059603,19,402.83203125,8.4
55.80307483673096,8.972402408423012,19,389.94140624999994,8.4
56.81173801422119,8.805667296150661,19,438.28125,8.4
57.80470657348633,8.805667296150661,19,435.05859375,8.4
58.81538438796997,8.839014318605132,19,467.28515625,8.4
59.80713653564453,9.039096453331954,19,570.41015625,8.4
60.810829401016235,8.738973251241722,19,599.4140625,8.4
61.81259846687317,7.905297689879967,19,612.3046875,8.4
62.8150520324707,9.272525610513243,19,621.97265625,8.4
63.809030532836914,9.039096453331954,19,618.7499999999999,8.4
64.82071185112,8.172073869515728,19,612.3046875,8.4
65.855886220932,8.405503026697021,19,486.62109375,8.4
66.86518979072571,8.77232027369619,20,425.390625,8.4
67.85939359664917,9.305872632967713,18,528.5156249999999,8.4
68.8662097454071,8.839014318605132,20,551.07421875,8.4
69.85995054244995,8.839014318605132,20,438.28125,8.4
70.86953902244568,9.105790498240893,20,583.30078125,8.4
71.86502480506897,8.905708363514073,20,541.40625,8.4
72.85527777671814,8.305461959333607,20,476.953125,8.4
73.86511754989624,8.805667296150661,20,560.7421874999999,8.4
74.85742354393005,9.039096453331954,20,576.8554687499999,-1.5
75.86849474906921,8.839014318605132,20,444.7265625,-2.9
76.87999248504639,8.33880898178808,19,435.05859375,-2.8
77.86806774139404,8.438850049151489,19,486.62109375,-2.7
78.87716007232666,7.971991734788906,20,599.4140625,-2.5
79.87059783935547,8.672279206332782,20,586.5234375,-2.4
80.87835216522217,7.871950667425496,20,493.06640625,-2.2
81.87494969367981,8.138726847061257,20,522.0703125,-2.1
82.8813624382019,8.105379824606786,20,512.4023437499999,-1.9
83.87470006942749,8.105379824606786,19,560.7421874999999,-1.8
84.88960027694702,8.005338757243377,19,573.6328125,-1.6
85.88171529769897,8.105379824606786,19,612.3046875,-1.4
86.8903820514679,7.571827465335264,20,418.9453125,-1.3
87.88318920135498,8.105379824606786,20,496.2890625,-1.1
88.88789463043213,7.971991734788906,20,480.17578125,-1.0
89.88145327568054,8.172073869515728,19,444.7265625,-0.9
90.87457656860352,8.105379824606786,20,460.83984375,-0.6
91.8825626373291,8.105379824606786,19,418.9453125,-0.5
92.87612271308899,8.038685779697849,19,457.6171875,-0.4
93.88595652580261,8.138726847061257,20,502.734375,-0.2
94.8828718662262,8.138726847061257,20,563.96484375,0.0
95.88561844825745,8.305461959333607,20,493.06640625,0.1
