Time (seconds),Conductivity (mS/cm),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.008675575256347656,-5.0,15.56636095046997,6.4453125,0
0.5263984203338623,-5.0,21.384835243225098,0.0,0.0
1.971273422241211,-5.0,21.40936851501465,0.0,0.0
2.9791622161865234,-5.0,21.421635150909424,0.0,0.0
3.972667932510376,-4.699876797909768,21.43799066543579,0.0,0.0
5.4661078453063965,-5.0,21.421635150909424,16.11328125,0.0
6.474267482757568,-4.599835730546357,21.45843505859375,122.4609375,0.0
7.468425035476685,-4.866611910182119,31.917786598205566,267.48046875,0.0
8.4621262550354,-5.0,21.474790573120117,428.61328125,0.0
9.470235586166382,-4.833264887727649,21.466612815856934,625.1953124999999,0.0
10.464525938034058,-4.566488708091887,21.560657024383545,286.81640625,0.0
11.472749710083008,-4.7332238203642385,21.06999158859253,64.453125,0.0
12.465110540390015,-4.866611910182119,21.989989280700684,32.2265625,0.0
13.474933862686157,-5.0,21.540212631225586,25.78125,0.0
14.466073036193848,-4.766570842818709,21.54839038848877,74.12109374999999,0.0
15.474807262420654,-4.833264887727649,21.965456008911133,325.48828124999994,0.0
16.467945337295532,-4.633182753000828,21.630167961120605,567.1875,0.0
17.47948408126831,-4.833264887727649,21.671056747436523,663.8671875,0.0
18.471922397613525,-4.333059550910596,22.521543502807617,650.9765624999999,0.0
19.46373224258423,-3.832854214093543,21.70785665512085,596.19140625,0.0
20.473092079162598,-5.0,22.16581106185913,696.09375,0.0
21.47136664390564,-4.766570842818709,22.173988819122314,625.1953124999999,0.0
22.479971885681152,-4.699876797909768,21.793723106384277,554.296875,0.0
23.472862243652344,-4.833264887727649,19.495773315429688,557.51953125,0.0
24.477038383483887,-4.766570842818709,21.82234525680542,505.95703125,0.0
25.470788955688477,-3.8995482590024837,21.91230058670044,489.84375,0.0
26.481215715408325,-4.933305955091059,21.875500679016113,441.50390625,0.0
27.473411083221436,-4.766570842818709,21.79781198501587,364.16015625,0.0
28.481074810028076,-4.933305955091059,22.018611431121826,370.60546875,0.0
29.489173889160156,-4.566488708091887,22.423410415649414,441.50390625,0.0
30.98723554611206,-5.0,22.043144702911377,370.60546875,0.0
31.987661838531494,-5.0,22.0308780670166,389.94140624999994,0.0
32.97929048538208,-4.933305955091059,21.989989280700684,406.0546875,0.0
33.988338470458984,-4.96665297754553,22.022700309753418,409.27734375,0.0
34.98450016975403,-3.632772079366722,22.014522552490234,441.50390625,0.0
35.99058151245117,-5.0,22.034966945648193,422.16796875,0.0
36.98281502723694,-5.0,22.45612144470215,370.60546875,0.0
37.9901442527771,-5.0,22.452032566070557,393.16406249999994,0.0
38.97945547103882,-5.0,22.014522552490234,435.05859375,0.0
39.988420724868774,-4.899958932636589,22.431588172912598,515.625,0.0
40.985304832458496,-5.0,21.96136713027954,489.84375,0.0
41.974512338638306,-4.866611910182119,21.96136713027954,447.94921875,0.0
42.98526167869568,-4.933305955091059,21.95727825164795,447.94921875,0.0
43.98189401626587,-4.833264887727649,21.95727825164795,464.0625,0.0
44.98876070976257,-5.0,21.989989280700684,486.62109375,0.0
45.98423743247986,-4.933305955091059,21.965456008911133,470.5078125,0.0
46.992297649383545,-4.933305955091059,22.329366207122803,505.95703125,0.8
47.98582625389099,-4.566488708091887,21.95727825164795,464.0625,0.0
48.99502921104431,-5.0,21.91230058670044,470.5078125,0.0
49.988027572631836,-4.933305955091059,21.920478343963623,460.83984375,0.0
50.98454451560974,-5.0,21.920478343963623,441.50390625,0.0
51.991108655929565,-4.96665297754553,21.895945072174072,460.83984375,0.0
52.982521772384644,-5.0,21.908211708068848,467.28515625,0.0
53.993711709976196,-4.666529775455298,21.89185619354248,464.0625,0.0
54.98253393173218,-4.766570842818709,21.875500679016113,451.171875,0.0
55.99395251274109,-5.0,21.50750160217285,483.3984375,0.0
56.98829984664917,-4.933305955091059,21.855056285858154,454.39453125,0.0
57.996323585510254,-4.96665297754553,22.284388542175293,476.953125,0.0
58.98994541168213,-4.499794663182947,21.86732292175293,496.2890625,0.0
59.9988477230072,-5.0,21.838700771331787,460.83984375,0.0
60.994858741760254,-4.166324438638245,21.838700771331787,435.05859375,0.0
61.98568320274353,-4.933305955091059,21.838700771331787,480.17578125,0.0
62.994210958480835,-5.0,21.838700771331787,483.3984375,0.0
63.98766851425171,-4.699876797909768,21.89185619354248,505.95703125,0.0
65.00339031219482,-4.933305955091059,22.27621078491211,509.1796875,0.0
65.99832844734192,-5.0,21.41345739364624,534.9609375,0.0
67.00583052635193,-5.0,21.84278964996338,528.5156249999999,0.0
67.9850001335144,-3.5327310120033113,21.781456470489502,534.9609375,0.0
68.99434447288513,-5.0,22.243499755859375,541.40625,0.0
69.99325108528137,-5.0,22.263944149017334,544.6289062499999,0.0
70.99649906158447,-5.0,22.223055362701416,541.40625,0.0
71.98828649520874,-4.96665297754553,21.769189834594727,509.1796875,0.0
72.98258662223816,-4.96665297754553,21.789634227752686,531.73828125,0.0
73.99058842658997,-5.0,21.789634227752686,531.73828125,0.0
74.98378014564514,-4.7332238203642385,20.350348949432373,541.40625,0.0
75.99215984344482,-4.533141685637418,22.14127779006958,544.6289062499999,0.0
76.98653268814087,-5.0,22.218966484069824,544.6289062499999,0.0
77.99435424804688,-4.933305955091059,21.7323899269104,541.40625,0.0
78.9927077293396,-4.933305955091059,21.720123291015625,544.6289062499999,0.0
80.00258183479309,-5.0,22.153544425964355,534.9609375,0.0
80.9947624206543,-4.96665297754553,21.695590019226074,547.8515625,0.0
81.99796962738037,-4.96665297754553,21.703767776489258,544.6289062499999,0.0
82.99646186828613,-4.933305955091059,21.740567684173584,544.6289062499999,0.0
83.99118828773499,-4.899958932636589,22.16581106185913,544.6289062499999,0.0
84.99742865562439,-4.799917865273179,22.13718891143799,547.8515625,0.0
85.98609185218811,-5.0,22.16172218322754,544.6289062499999,0.0
87.00007033348083,-5.0,21.716034412384033,544.6289062499999,0.0
87.98805379867554,-5.0,21.6833233833313,541.40625,0.0
88.99729871749878,-5.0,22.063589096069336,544.6289062499999,0.0
89.99029207229614,-5.0,22.13718891143799,534.9609375,0.0
90.99923515319824,-4.933305955091059,22.059500217437744,538.18359375,0.0
91.99750351905823,-5.0,21.658790111541748,541.40625,0.0
93.00587916374207,-5.0,21.671056747436523,541.40625,0.0
93.99472379684448,-4.766570842818709,22.043144702911377,541.40625,0.0
95.00236344337463,-5.0,21.605634689331055,547.8515625,0.0
95.99514031410217,-5.0,21.581101417541504,544.6289062499999,0.0
96.99476528167725,-3.632772079366722,21.634256839752197,547.8515625,0.0
98.00329041481018,-5.0,21.601545810699463,547.8515625,0.0
98.99623918533325,-4.899958932636589,21.59745693206787,544.6289062499999,0.0
100.00523114204407,-4.7332238203642385,21.581101417541504,554.296875,0.0
100.99157977104187,-4.96665297754553,21.650612354278564,551.07421875,0.0
102.00564217567444,-4.933305955091059,22.067677974700928,557.51953125,0.0
102.99862384796143,-4.96665297754553,22.039055824279785,551.07421875,0.0
104.0104992389679,-4.799917865273179,22.02678918838501,538.18359375,0.0
105.00045680999756,-4.866611910182119,21.56883478164673,563.96484375,0.0
106.00630307197571,-5.0,21.56883478164673,547.8515625,0.0
106.99702787399292,-5.0,21.127235889434814,544.6289062499999,0.0
108.00583171844482,-4.899958932636589,21.384835243225098,547.8515625,0.0
108.9987096786499,-5.0,21.585190296173096,551.07421875,0.0
109.99439668655396,-4.933305955091059,21.564745903015137,302.9296875,0.0
111.00723171234131,-4.833264887727649,21.519768238067627,496.2890625,0.0
111.99398493766785,-4.96665297754553,22.018611431121826,254.58984375,0.0
113.00310778617859,-5.0,22.00634479522705,383.49609375,0.0
113.99609279632568,-4.7332238203642385,21.61790132522583,489.84375,0.0
115.02036762237549,-4.833264887727649,21.544301509857178,522.0703125,0.3
116.03010416030884,-5.0,21.59336805343628,512.4023437499999,0.7
117.02634763717651,-4.933305955091059,21.949100494384766,451.171875,1.5
118.02301502227783,-5.0,22.0308780670166,509.1796875,2.1
119.03052496910095,-5.0,21.560657024383545,473.73046875,2.9
120.02250170707703,-4.866611910182119,21.123147010803223,451.171875,3.6
121.03352046012878,-4.96665297754553,22.00634479522705,248.14453125,4.3
122.02496528625488,-4.96665297754553,21.589279174804688,470.5078125,5.2
123.0324285030365,-4.933305955091059,22.034966945648193,331.93359375,6.0
124.0214593410492,-4.933305955091059,21.56883478164673,348.046875,6.7
125.01892328262329,-4.7332238203642385,21.581101417541504,360.93749999999994,7.6
126.02700734138489,-4.933305955091059,21.634256839752197,373.82812499999994,8.2
127.03213024139404,-4.96665297754553,21.57292366027832,396.38671875,9.2
128.02489972114563,-4.699876797909768,21.56883478164673,389.94140624999994,9.6
129.03450965881348,-4.032936348820364,21.699678897857666,415.72265625,10.4
130.02713131904602,-4.96665297754553,21.560657024383545,380.2734375,11.2
131.02549147605896,-4.499794663182947,21.532034873962402,399.609375,12.1
132.03261876106262,-5.0,21.519768238067627,402.83203125,12.9
133.02652883529663,-4.066283371274834,22.0308780670166,373.82812499999994,13.6
134.0378291606903,-4.899958932636589,21.928656101226807,409.27734375,14.4
135.02815461158752,-4.933305955091059,21.54839038848877,409.27734375,15.1
136.03723335266113,-5.0,21.949100494384766,409.27734375,15.8
137.03001761436462,-4.96665297754553,21.50750160217285,399.609375,16.6
138.04544496536255,-4.96665297754553,21.511590480804443,399.609375,17.3
139.03150153160095,-4.799917865273179,21.556568145751953,377.05078124999994,18.1
140.03730821609497,-4.699876797909768,21.55247926712036,399.609375,18.8
141.0318295955658,-4.833264887727649,21.536123752593994,409.27734375,19.5
142.0285677909851,-4.96665297754553,21.127235889434814,389.94140624999994,20.4
143.036288022995,-5.0,21.11496925354004,377.05078124999994,20.9
144.03262424468994,-4.866611910182119,21.601545810699463,380.2734375,21.8
145.04251289367676,-5.0,21.560657024383545,383.49609375,22.6
146.03040409088135,-4.766570842818709,21.581101417541504,360.93749999999994,23.2
147.03553199768066,-4.066283371274834,21.544301509857178,383.49609375,23.9
148.02828001976013,-5.0,21.532034873962402,386.71875,24.6
149.03704619407654,-4.799917865273179,21.560657024383545,425.390625,25.5
150.03116130828857,-4.899958932636589,21.098613739013672,370.60546875,26.1
151.02453541755676,-4.96665297754553,21.515679359436035,364.16015625,26.9
152.03217959403992,-4.933305955091059,21.54839038848877,377.05078124999994,27.6
153.0249354839325,-4.933305955091059,21.57292366027832,380.2734375,28.2
154.0413682460785,-4.933305955091059,21.883678436279297,438.28125,29.1
155.03498601913452,-4.699876797909768,21.52794599533081,367.3828125,29.8
156.03806328773499,-4.96665297754553,21.47887945175171,373.82812499999994,30.5
157.03011775016785,-4.96665297754553,21.511590480804443,386.71875,31.2
158.0403697490692,-4.899958932636589,21.462523937225342,383.49609375,32.0
159.03700757026672,-5.0,21.52794599533081,380.2734375,32.8
160.04503273963928,-4.933305955091059,21.50750160217285,418.9453125,33.4
161.04066514968872,-4.899958932636589,21.405279636383057,415.72265625,34.2
162.03088665008545,-4.96665297754553,21.491146087646484,415.72265625,34.9
163.0428111553192,-4.699876797909768,21.47887945175171,422.16796875,35.7
164.0285770893097,-4.96665297754553,21.078169345855713,431.8359375,36.3
165.0381510257721,-5.0,36.3378643989563,444.7265625,37.0
166.03098106384277,-4.96665297754553,21.495234966278076,438.28125,37.9
167.04259538650513,-4.933305955091059,21.065902709960938,425.390625,38.6
168.03581142425537,-4.933305955091059,21.556568145751953,444.7265625,39.3
169.04879999160767,-5.0,21.43799066543579,406.0546875,40.0
170.04870891571045,-4.866611910182119,21.532034873962402,373.82812499999994,40.7
171.04968929290771,-5.0,21.470701694488525,383.49609375,41.6
172.04519987106323,-5.0,21.446168422698975,399.609375,42.3
173.03199791908264,-4.933305955091059,21.52794599533081,386.71875,43.0
174.0382797718048,-4.666529775455298,21.065902709960938,386.71875,43.7
175.03226590156555,-4.96665297754553,21.499323844909668,396.38671875,44.4
176.0399351119995,-4.96665297754553,21.50341272354126,399.609375,45.3
177.03409051895142,-4.933305955091059,21.491146087646484,354.4921875,45.9
178.04171466827393,-5.0,21.50341272354126,354.4921875,46.7
179.03555822372437,-4.666529775455298,21.87141180038452,380.2734375,47.3
180.04416513442993,-4.899958932636589,21.474790573120117,364.16015625,48.0
181.03676581382751,-5.0,21.008658409118652,422.16796875,48.7
182.0312957763672,-4.96665297754553,21.82643413543701,399.609375,49.4
183.04640078544617,-4.799917865273179,21.462523937225342,402.83203125,50.3
184.0377857685089,-4.633182753000828,21.43799066543579,399.609375,51.0
185.0469331741333,-4.96665297754553,21.487057209014893,425.390625,51.7
186.0412700176239,-4.96665297754553,21.446168422698975,402.83203125,52.4
187.0475423336029,-4.96665297754553,21.43799066543579,431.8359375,53.1
188.0411832332611,-5.0,21.4339017868042,431.8359375,54.0
189.05229878425598,-5.0,21.446168422698975,409.27734375,54.7
190.04465532302856,-5.0,20.489370822906494,344.82421874999994,55.4
191.0524230003357,-4.766570842818709,21.012747287750244,351.26953125,56.1
192.04073977470398,-5.0,21.405279636383057,380.2734375,56.8
