Time (seconds),Conductivity (mS/cm),Measured distance (cm),Flowrate (mL/min),Permeate mass (g),Stage number
0.008243322372436523,0.4022176376241724,15.689027309417725,0.0,000.6,1
1.0077710151672363,0.0020533681705297013,22.999942302703857,0.0,0.5,1
2.000187635421753,0.0687474130794703,22.96314239501953,0.0,0.4,1
3.008526086807251,0.035400390625,22.967231273651123,0.0,0.4,1
4.001701593399048,-0.4314579237375824,22.999942302703857,0.0,0.3,1
5.010577917098999,0.4689116825331121,23.408830165863037,0.0,0.0,1
6.004010200500488,-0.3314168563741724,23.00403118133545,0.0,0.0,1
7.012272834777832,0.3688706151697021,23.376119136810303,0.0,0.0,1
8.006150484085083,0.0687474130794703,23.359763622283936,6.4453125,-0.3,1
9.013954401016235,0.2021355028973515,22.96314239501953,0.0,-0.4,1
10.014508247375488,0.035400390625,23.404741287231445,0.0,-0.7,1
11.001699924468994,0.0020533681705297013,23.433363437652588,0.0,-0.6,1
12.009851694107056,0.035400390625,23.388385772705078,0.0,-0.1,1
13.002837181091309,0.035400390625,23.421096801757812,0.0,-0.2,1
14.011894226074219,0.035400390625,22.971320152282715,0.0,-0.3,1
15.00594973564148,-0.2313757890107615,22.987675666809082,0.0,-0.3,1
16.013826608657837,0.2688295478062912,23.388385772705078,0.0,-0.6,1
17.006513357162476,-0.0646406767384109,23.39247465133667,0.0,-0.7,1
18.001665115356445,0.8690759519867548,23.388385772705078,6.4453125,-0.4,1
19.009691953659058,-0.1646817441018209,23.39656352996826,0.0,-0.5,1
20.00279426574707,-0.3981109012831121,23.39247465133667,0.0,0.1,1
21.017154693603516,0.0020533681705297013,23.433363437652588,135.3515625,0.4,1
22.007773399353027,-0.0312936542839406,23.433363437652588,293.26171875,0.7,1
23.01993417739868,-0.6982341033733439,23.924028873443604,483.3984375,0.8,1
24.013757467269897,-1.5986037096440402,23.478341102600098,531.73828125,0.9,1
25.02214503288269,0.2021355028973515,23.089897632598877,528.5156249999999,0.9,1
26.013407468795776,-0.8316221931912251,23.114430904388428,525.29296875,1.1,1
27.007917404174805,0.1354414579884109,23.5274076461792,528.5156249999999,1.1,1
28.011905431747437,-0.8983162381001657,23.560118675231934,551.07421875,1.0,1
29.00389790534973,-0.0646406767384109,23.0776309967041,560.7421874999999,0.9,1
30.014928579330444,0.3688706151697021,23.547852039337158,560.7421874999999,0.8,1
31.006580352783203,1.1691991540769866,23.498785495758057,567.1875,0.8,1
32.014055013656616,3.036632411527318,23.53149652481079,557.51953125,0.9,1
33.0082790851593,3.170020501345199,23.511052131652832,570.41015625,0.9,1
34.00118541717529,3.703572860616722,23.543763160705566,567.1875,0.9,1
35.008931159973145,4.137084152524835,23.928117752075195,563.96484375,0.9,1
36.00492310523987,4.503901399524008,23.43745231628418,563.96484375,0.9,1
37.0120964050293,4.737330556705299,23.490607738494873,570.41015625,0.9,1
38.005483865737915,4.770677579159768,23.07354211807251,573.6328125,0.9,1
39.013126373291016,4.904065668977649,23.130786418914795,576.8554687499999,1.0,1
40.008366107940674,5.571006118067054,23.085808753967285,573.6328125,0.8,1
41.01495003700256,4.937412691432119,23.48242998123169,570.41015625,0.8,1
42.009923696517944,2.5697740971647347,23.494696617126465,531.73828125,0.9,1
43.006784439086914,4.637289489341887,23.130786418914795,560.7421874999999,1.0,1
44.01066541671753,5.937823365066224,23.48242998123169,551.07421875,1.0,1
45.00488209724426,4.303819264797186,23.48242998123169,563.96484375,1.1,1
46.012754678726196,4.237125219888245,23.12260866165161,570.41015625,1.1,1
47.00576877593994,4.170431174979305,23.106253147125244,576.8554687499999,1.1,1
48.01503038406372,4.070390107615895,23.50287437438965,573.6328125,1.1,1
49.01395106315613,3.703572860616722,23.50696325302124,567.1875,1.2,1
50.019120931625366,2.5697740971647347,23.09398651123047,567.1875,1.2,1
51.00940561294556,3.5034907258899004,23.085808753967285,567.1875,1.2,1
52.002387285232544,3.8369609504346034,23.5274076461792,573.6328125,1.2,1
53.01369118690491,4.870718646523178,23.106253147125244,573.6328125,1.2,1
54.01254105567932,3.43679668098096,23.535585403442383,576.8554687499999,1.2,1
55.017613649368286,3.4034496585264904,23.081719875335693,573.6328125,1.2,1
56.01113033294678,3.33675561361755,23.09807538986206,383.49609375,1.2,1
57.021822690963745,3.5034907258899004,23.490607738494873,515.625,1.1,1
58.01506447792053,3.703572860616722,23.5764741897583,589.74609375,1.1,1
59.02269244194031,3.270061568708609,23.155319690704346,599.4140625,1.1,1
60.01543927192688,4.137084152524835,23.478341102600098,570.41015625,1.1,1
61.00935983657837,3.33675561361755,23.564207553863525,554.296875,1.1,1
62.01839733123779,3.7369198830711916,23.5274076461792,547.8515625,1.5,1
63.01178789138794,3.470143703435431,23.588740825653076,522.0703125,1.8,1
64.02203154563904,2.836550276800497,23.155319690704346,103.125,2.3,1
65.01249384880066,3.703572860616722,23.18394184112549,476.953125,2.7,1
66.02300691604614,3.5368377483443716,23.147141933441162,476.953125,3.1,1
67.01495742797852,3.603531793253312,23.11851978302002,483.3984375,3.5,1
68.02258920669556,4.003696062706954,23.11851978302002,480.17578125,3.9,1
69.01597142219543,3.703572860616722,23.130786418914795,428.61328125,4.4,1
70.01076674461365,3.3034085911630804,23.171675205230713,438.28125,4.7,1
71.01821255683899,3.703572860616722,23.5764741897583,483.3984375,5.1,1
72.01300764083862,3.7369198830711916,23.110342025756836,476.953125,5.5,1
73.02122187614441,3.903654995343544,23.151230812072754,473.73046875,5.9,1
