0.008582115,2.569774097,18.55124235,0,0.9,1
1.375873566,2.636468142,19.87603903,3.22265625,1,1
2.367559433,2.169609828,19.88421679,0,1,1
3.376335859,2.46973303,19.47532892,3.22265625,1,1
4.377248526,2.369691962,19.47124004,0,0.9,1
5.376940966,2.46973303,19.88421679,0,0.9,1
6.370763302,2.33634494,19.46715117,12.890625,0.9,1
7.379674435,2.302997918,19.87195015,0,0.9,1
8.372327566,2.46973303,19.63070631,0,0.9,1
9.366813898,1.969527693,19.91692781,0,0.9,1
10.37418985,2.536427075,19.90875006,0,0.9,1
11.36924219,2.302997918,19.92510557,3.22265625,0.9,1
12.37653685,2.33634494,19.49986219,3.22265625,0.9,1
13.37036109,2.302997918,19.46306229,0,0.9,1
14.377877,2.369691962,19.46306229,3.22265625,0.9,1
15.37888718,2.403038985,19.47532892,0,0.9,1
16.37897587,2.369691962,19.44670677,9.66796875,0.9,1
17.37290335,2.60312112,19.88830566,0,1,1
18.36623716,1.669404491,19.46715117,0,1,1
19.3750248,2.769856232,19.90466118,9.66796875,1,1
20.36751342,2.269650895,19.49986219,3.22265625,1,1
21.37633705,2.403038985,19.48759556,0,0.9,1
22.3702004,2.33634494,19.93737221,0,0.9,1
23.37791634,2.33634494,19.49577332,0,0.9,1
24.37059665,2.33634494,19.89648342,0,0.9,1
25.37988925,2.102915783,19.44261789,0,0.9,1
26.37602639,2.269650895,19.44670677,0,0.9,1
27.37318039,2.46973303,19.45488453,0,0.9,1
28.38044834,2.33634494,19.4794178,0,0.9,1
29.37161326,2.20295685,19.49986219,0,0.9,1
30.37833452,2.302997918,19.45079565,9.66796875,0.9,1
31.36974335,2.33634494,19.49168444,0,0.9,1
32.37830806,2.06956876,19.49168444,0,0.9,1
33.37068892,2.769856232,19.47532892,0,0.9,1
34.38025141,2.269650895,19.49168444,0,0.9,1
35.3748858,2.636468142,19.51621771,0,0.9,1
36.36632586,1.469322356,19.47532892,0,0.9,1
37.37504244,2.369691962,19.52030659,3.22265625,0.9,1
38.36894417,2.33634494,19.46715117,6.4453125,0.6,1
39.37786579,2.369691962,19.47124004,0,0.7,1
40.37035704,2.803203254,19.47124004,0,0.7,1
41.37890315,2.102915783,19.46306229,0,0.8,1
42.37305355,2.669815165,19.47532892,0,0.4,1
43.36627817,2.503080052,19.45897341,0,0.1,1
44.37538147,2.33634494,19.89239454,135.3515625,0.3,1
45.36935997,2.20295685,19.44670677,35.44921875,1.2,1
46.37601113,2.002874715,19.47532892,328.7109375,2.1,1
47.3696413,1.736098536,19.48759556,499.5117188,2.4,1
48.37890887,1.736098536,19.47532892,505.9570313,2.6,1
49.37172341,2.169609828,19.51212883,473.7304688,2.7,1
50.36489749,2.669815165,19.4794178,457.6171875,2.7,1
51.37636352,2.302997918,19.48350668,438.28125,2.7,1
52.36744571,2.269650895,19.47532892,486.6210938,2.7,1
53.37490678,2.269650895,19.46306229,512.4023437,2.7,1
