Time (seconds),Conductivity (mS/cm),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.010466575622558594,1.736098535802979,17.602622509002686,6.4453125,0.0
1.411529302597046,1.9361806705298017,18.853819370269775,0.0,0.0
2.4211928844451904,1.9361806705298017,18.780219554901123,3.22265625,0.0
3.4130961894989014,1.969527692984271,18.7924861907959,0.0,0.0
4.42134165763855,2.0362217378932117,18.81701946258545,3.22265625,0.0
5.414749383926392,2.0362217378932117,18.86199712753296,0.0,0.0
6.408149719238281,1.6694044908940402,18.82110834121704,0.0,0.0
7.41667628288269,2.369691962437914,18.825197219848633,6.4453125,0.0
8.410411596298218,1.9361806705298017,18.444931507110596,167.578125,0.0
9.417903661727905,1.435975333712748,18.420398235321045,396.38671875,0.0
10.41287612915039,1.8027925807119196,18.45719814300537,377.05078124999994,0.0
11.416414022445679,2.202956850165563,18.424487113952637,373.82812499999994,0.0
12.409521341323853,1.9028336480753305,18.399953842163086,447.94921875,0.0
13.41817593574524,1.9361806705298017,18.41222047805786,386.71875,0.0
14.412779331207275,1.9361806705298017,18.420398235321045,203.02734375,0.0
15.404060125350952,1.9361806705298017,18.461287021636963,573.6328125,0.0
16.41264057159424,1.9361806705298017,18.416309356689453,563.96484375,0.0
17.406440258026123,1.536016401076159,18.416309356689453,589.74609375,0.0
18.42036461830139,1.969527692984271,18.882441520690918,602.63671875,0.0
19.408770322799683,2.469733029801324,18.45719814300537,602.63671875,0.0
20.423282146453857,2.0028747154387423,18.841552734375,596.19140625,0.0
21.41057300567627,2.0028747154387423,18.8906192779541,599.4140625,0.0
22.424366235733032,2.3029979175289723,18.43266487121582,596.19140625,0.0
23.412513494491577,3.136673478890728,18.45310926437378,599.4140625,0.0
24.42102813720703,2.0362217378932117,18.874263763427734,602.63671875,0.0
25.41391158103943,2.3029979175289723,18.833374977111816,602.63671875,0.0
26.42276382446289,2.0028747154387423,18.853819370269775,605.859375,0.0
27.415009021759033,1.335934266349338,18.436753749847412,596.19140625,0.0
28.423446893692017,1.002464041804636,18.440842628479004,596.19140625,0.0
29.417532205581665,1.536016401076159,18.43266487121582,576.8554687499999,0.0
30.41143298149109,1.9361806705298017,18.461287021636963,412.5,0.0
31.419038772583008,1.969527692984271,18.43266487121582,605.859375,0.0
32.412978410720825,2.0028747154387423,18.829286098480225,412.5,0.4
33.4219446182251,2.0028747154387423,18.45310926437378,599.4140625,0.7
