Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.008444786071777344,0.7356878621688745,1,0.0,8.4
1.0245347023010254,0.4689116825331121,17,0.0,8.4
2.01729416847229,0.3021765702607606,17,3.22265625,8.4
3.5127625465393066,-0.0979876991928803,17,0.0,8.4
4.520020961761475,0.568952749896523,17,3.22265625,8.4
5.513867378234863,-0.1980287665562912,17,0.0,8.4
6.523113965988159,0.7023408397144042,16,0.0,8.4
7.515859842300415,0.6022997723509933,18,6.4453125,8.4
8.557576894760132,0.7690348846233448,17,6.4453125,8.4
9.566688776016235,0.7023408397144042,16,0.0,8.4
10.58351469039917,0.3688706151697021,16,3.22265625,8.4
11.576594591140747,0.5356057274420527,17,6.4453125,8.4
12.585809230804443,1.002464041804636,21,0.0,8.4
13.577827215194702,0.5356057274420527,17,3.22265625,8.4
