Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.013319015502929688,10.606406508692052,20,496.2890625,0
0.5344383716583252,10.706447576055464,21,496.2890625,375.0
1.7668931484222412,10.372977351510762,20,493.06640625,375.5
2.7677206993103027,10.606406508692052,21,496.2890625,376.0
3.76113224029541,10.47301841887417,21,489.84375,376.4
4.769454002380371,10.706447576055464,20,489.84375,376.8
5.763190031051636,10.272936284147349,21,496.2890625,377.3
6.771610736846924,10.47301841887417,21,493.06640625,377.8
7.765226364135742,9.872772014693709,21,467.28515625,378.3
8.773738861083984,11.139958867963575,21,467.28515625,378.7
9.765585660934448,10.673100553600994,21,476.953125,379.2
10.774566411972046,11.039917800600165,21,444.7265625,379.6
11.768072605133057,10.773141620964402,21,447.94921875,380.0
12.760919570922852,10.673100553600994,21,480.17578125,380.5
13.768786430358887,10.673100553600994,21,483.3984375,381.0
14.76351809501648,10.706447576055464,20,441.50390625,381.5
15.777128458023071,10.806488643418872,20,467.28515625,381.9
16.7697913646698,11.70685824968957,21,447.94921875,382.5
17.77362871170044,11.106611845509104,20,438.28125,382.9
18.76853847503662,10.30628330660182,20,457.6171875,383.4
19.77546453475952,10.573059486237582,20,464.0625,383.8
20.768808364868164,10.506365441328644,20,470.5078125,384.2
21.763158321380615,10.739794598509935,21,451.171875,384.7
22.77129101753235,10.739794598509935,20,470.5078125,385.2
23.764816999435425,10.773141620964402,21,454.39453125,385.7
24.772788286209106,10.206242239238412,20,476.953125,386.2
25.76579999923706,9.772730947330297,20,470.5078125,386.6
26.781726598739624,10.739794598509935,21,480.17578125,387.0
27.77215814590454,10.806488643418872,21,480.17578125,387.5
28.782175540924072,10.773141620964402,21,489.84375,388.0
29.768944025039673,10.873182688327814,21,476.953125,388.4
30.777634143829346,10.673100553600994,21,480.17578125,388.9
31.77017092704773,10.873182688327814,21,470.5078125,389.4
32.764875173568726,10.806488643418872,20,467.28515625,389.9
33.773056507110596,10.739794598509935,20,486.62109375,390.2
34.766326904296875,10.539712463783113,21,483.3984375,390.7
35.77438163757324,10.839835665873345,21,515.625,391.2
36.76750040054321,10.839835665873345,21,489.84375,391.6
37.77815246582031,10.839835665873345,21,489.84375,392.1
38.77659559249878,10.773141620964402,21,489.84375,392.6
39.78176927566528,10.706447576055464,20,486.62109375,393.1
40.778393507003784,10.973223755691224,20,473.73046875,393.5
41.785480976104736,10.906529710782285,21,486.62109375,394.0
42.77800107002258,8.172073869515728,21,489.84375,394.4
43.769471168518066,10.739794598509935,21,493.06640625,394.8
44.77950477600098,10.839835665873345,20,493.06640625,395.3
45.77406907081604,11.106611845509104,21,496.2890625,395.8
46.781742572784424,10.773141620964402,21,496.2890625,396.3
47.77594351768494,11.306693980235927,21,489.84375,396.8
48.78617978096008,9.539301790149008,21,493.06640625,397.3
49.77619814872742,11.173305890418046,21,486.62109375,397.6
50.781694650650024,10.773141620964402,21,493.06640625,398.1
51.77427577972412,10.773141620964402,20,486.62109375,398.5
52.784016132354736,10.873182688327814,21,470.5078125,399.0
