Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.008811712265014648,-4.866611910182119,4,0.0,11.5
0.5779001712799072,-5.0,4,0.0,11.5
1.575791597366333,-5.0,4,0.0,11.6
2.576227903366089,-5.0,4,0.0,11.6
3.569101333618164,-4.96665297754553,4,3.22265625,11.6
4.5791003704071045,-5.0,6,3.22265625,11.6
5.571000814437866,-5.0,4,0.0,11.6
6.5800721645355225,-5.0,4,0.0,11.6
7.573041677474976,-5.0,4,0.0,11.6
8.581799745559692,-4.699876797909768,4,0.0,11.6
9.57425594329834,-4.899958932636589,4,0.0,11.6
10.584073066711426,-4.633182753000828,4,0.0,11.6
11.578279256820679,-5.0,4,3.22265625,11.6
12.584748983383179,-4.96665297754553,4,0.0,11.6
13.5786714553833,-4.499794663182947,4,0.0,11.6
14.586999654769897,-5.0,4,0.0,11.6
15.580726623535156,-5.0,4,0.0,11.6
16.575007438659668,-5.0,4,0.0,11.6
17.582680702209473,-5.0,4,0.0,11.6
18.592716932296753,-4.399753595819536,4,0.0,11.6
19.585588455200195,-5.0,4,3.22265625,11.6
20.577961683273315,-5.0,4,0.0,11.6
21.58653712272644,-5.0,4,0.0,11.6
22.58064341545105,-5.0,4,3.22265625,11.6
23.589207649230957,-5.0,4,9.667968749999998,11.6
24.583025693893433,-5.0,4,141.796875,11.6
25.59159564971924,-5.0,4,235.25390625,11.6
26.583933115005493,-5.0,4,261.03515625,11.7
27.59380841255188,-5.0,4,273.92578125,11.7
28.58784031867981,-4.366406573365066,4,267.48046875,11.7
29.59498381614685,-5.0,4,267.48046875,11.7
30.589277267456055,-5.0,4,267.48046875,11.7
31.602075576782227,-4.96665297754553,4,267.48046875,11.7
32.59543442726135,-5.0,4,264.25781249999994,11.7
33.60310339927673,-5.0,4,264.25781249999994,11.7
34.61255979537964,-5.0,4,267.48046875,11.7
35.60812306404114,-5.0,4,264.25781249999994,11.7
36.595213890075684,-5.0,4,251.3671875,11.7
37.620935678482056,-4.799917865273179,4,257.8125,11.7
38.6058189868927,-4.96665297754553,4,254.58984375,11.7
39.61966395378113,-4.933305955091059,4,0.0,11.8
40.59987020492554,-5.0,4,306.15234375,11.8
41.60614585876465,-3.966242303911424,4,257.8125,11.8
