Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.009505271911621094,7.138316173427153,28.65077257156372,6.4453125,003.2
0.7186417579650879,6.838192971336921,28.544461727142334,0.0,3.2
1.7162749767303467,6.471375724337749,28.564906120300293,12.890625,3.4
2.726839542388916,6.404681679428808,28.540372848510742,0.0,3.3
4.201565980911255,6.871539993791391,28.094685077667236,0.0,3.4
5.2105631828308105,6.73815190397351,28.540372848510742,25.78125,2.2
6.217821836471558,7.205010218336094,26.78624391555786,9.667968749999998,2.1
7.214787483215332,7.371745330608444,27.71850824356079,9.667968749999998,2.5
8.207021951675415,7.371745330608444,25.175225734710693,6.4453125,2.7
9.211496829986572,7.305051285699504,27.039754390716553,6.4453125,2.8
10.204849004745483,7.238357240790563,24.46376085281372,35.44921875,2.9
11.21319842338562,7.305051285699504,27.497708797454834,6.4453125,2.9
12.206303834915161,7.071622128518213,24.05487298965454,6.4453125,2.9
13.215584993362427,7.638521510244205,23.314785957336426,6.4453125,2.9
14.208889722824097,7.238357240790563,24.16936159133911,9.667968749999998,2.9
15.216866970062256,7.405092353062914,24.1243839263916,6.4453125,3.0
16.20984721183777,7.471786397971854,23.196208477020264,9.667968749999998,2.2
17.203455209732056,7.305051285699504,22.971320152282715,3.22265625,2.0
18.214191913604736,6.871539993791391,22.443854808807373,0.0,0.9
19.205304861068726,7.271704263245031,22.766876220703125,3.22265625,1.2
20.213038444519043,7.538480442880795,22.578787803649902,6.4453125,1.2
21.20664143562317,7.271704263245031,22.386610507965088,6.4453125,1.4
22.214879989624023,7.138316173427153,22.84456491470337,3.22265625,1.4
23.208231210708618,7.171663195881623,25.4205584526062,9.667968749999998,0.5
24.219584226608276,7.471786397971854,21.6833233833313,3.22265625,0.1
25.210084676742554,7.004928083609272,21.474790573120117,6.4453125,0.0
26.220804691314697,7.071622128518213,23.23300838470459,0.0,0.0
27.214142560958862,7.405092353062914,21.7323899269104,9.667968749999998,0.0
28.223008394241333,7.305051285699504,21.315324306488037,38.67187499999999,0.0
29.216057538986206,7.405092353062914,21.544301509857178,6.4453125,0.0
30.20886254310608,6.904887016245862,21.04545831680298,3.22265625,0.0
31.217702627182007,6.971581061154801,20.963680744171143,3.22265625,0.0
32.2098114490509,7.171663195881623,22.153544425964355,6.4453125,0.0
33.21930456161499,6.971581061154801,22.153544425964355,3.22265625,0.0
34.21215033531189,7.638521510244205,22.815942764282227,0.0,0.0
35.22102975845337,6.93823403870033,21.106791496276855,6.4453125,0.0
36.21426057815552,7.338398308153973,22.77505397796631,6.4453125,0.0
37.223488569259644,7.038275106063741,20.86963653564453,16.11328125,0.0
38.215723752975464,7.338398308153973,20.350348949432373,0.0,2.6
39.22444200515747,7.305051285699504,21.11905813217163,0.0,0.5
40.21594429016113,7.138316173427153,21.634256839752197,6.4453125,0.2
41.20968580245972,7.238357240790563,21.04954719543457,6.4453125,0.2
42.21803545951843,7.538480442880795,20.66519260406494,0.0,0.2
43.211398124694824,7.004928083609272,22.337543964385986,3.22265625,0.2
44.219494104385376,7.038275106063741,21.311235427856445,0.0,0.3
45.21285104751587,7.371745330608444,19.487595558166504,6.4453125,0.3
46.22098350524902,6.73815190397351,20.71017026901245,6.4453125,0.3
47.216185569763184,7.305051285699504,22.77505397796631,6.4453125,0.3
48.22528958320618,7.038275106063741,20.55070400238037,9.667968749999998,0.3
49.21790146827698,7.171663195881623,21.14359140396118,3.22265625,0.3
50.22652244567871,7.471786397971854,20.051860809326172,0.0,0.3
51.21987795829773,7.738562577607617,19.54892873764038,16.11328125,0.3
52.22799110412598,7.471786397971854,20.82056999206543,3.22265625,0.3
53.22134184837341,6.971581061154801,21.286702156066895,3.22265625,0.3
54.21525263786316,7.271704263245031,19.72883939743042,6.4453125,0.3
55.223060607910156,7.271704263245031,19.74928379058838,0.0,0.3
56.21615934371948,7.238357240790563,19.63479518890381,12.890625,0.3
57.225398540496826,6.904887016245862,19.418084621429443,6.4453125,0.3
58.2171425819397,7.138316173427153,19.11550760269165,3.22265625,0.3
59.22499465942383,7.538480442880795,19.741106033325195,0.0,0.3
60.21874141693115,7.671868532698676,19.107329845428467,0.0,0.3
61.228954792022705,7.205010218336094,21.425724029541016,9.667968749999998,0.3
62.22221851348877,6.971581061154801,19.90875005722046,9.667968749999998,0.3
63.23117446899414,7.238357240790563,19.283151626586914,0.0,0.3
64.22441053390503,7.10496915097268,19.197285175323486,0.0,0.3
65.21714448928833,7.238357240790563,18.7924861907959,48.33984375,0.3
66.22517681121826,7.071622128518213,19.13595199584961,0.0,0.3
67.22281670570374,7.305051285699504,18.63710880279541,0.0,0.4
68.22751545906067,7.305051285699504,19.876039028167725,9.667968749999998,0.4
69.22157669067383,7.671868532698676,18.93150806427002,3.22265625,0.4
