Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.009626626968383789,-5.0,4,254.58984375,11.8
1.5220613479614258,-5.0,4,264.25781249999994,11.8
2.5138468742370605,-4.96665297754553,4,261.03515625,11.8
3.517268180847168,-5.0,4,306.15234375,11.8
4.514323949813843,-4.699876797909768,4,428.61328125,11.8
5.508071422576904,-4.599835730546357,4,541.40625,11.8
6.516333103179932,-4.899958932636589,4,547.8515625,11.9
7.508952856063843,-4.96665297754553,4,522.0703125,11.9
8.523374319076538,-5.0,4,576.8554687499999,11.9
9.512333393096924,-5.0,4,663.8671875,11.9
10.518480062484741,-5.0,4,773.4375,11.9
11.511959552764893,-5.0,4,0.0,11.9
12.520502090454102,-5.0,4,895.8984375,11.9
13.515121221542358,-4.7332238203642385,4,837.890625,11.9
14.524406433105469,-5.0,4,679.98046875,11.9
15.515999794006348,-4.96665297754553,4,686.42578125,11.9
16.524696826934814,-5.0,4,570.41015625,11.9
17.526018619537354,-5.0,4,554.296875,11.9
18.52979063987732,-5.0,4,312.59765624999994,11.9
19.51975703239441,-4.899958932636589,4,592.9687499999999,11.9
20.52849006652832,-4.566488708091887,4,0.0,11.9
21.523772478103638,-5.0,5,580.078125,11.9
22.53010606765747,-4.499794663182947,4,596.19140625,11.9
23.52343773841858,-4.766570842818709,4,586.5234375,11.9
24.532140254974365,-4.96665297754553,4,628.41796875,11.9
25.527405261993408,-4.499794663182947,4,583.30078125,11.9
26.533402919769287,-3.9995893263658937,4,599.4140625,11.9
