Time (seconds),Conductivity (mS/cm),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.011043787002563477,6.104558477338575,19.360840320587158,0.0,000.0
1.413529396057129,6.80484594888245,19.29950714111328,6.4453125,0.0
2.420919418334961,6.53806976924669,19.352662563323975,0.0,0.0
3.408484935760498,6.404681679428808,19.745194911956787,3.22265625,0.0
4.402320623397827,6.504722746792218,19.724750518798828,0.0,0.0
5.410022974014282,6.571416791701159,19.802439212799072,54.78515625,0.4
6.403121471405029,6.504722746792218,19.765639305114746,157.91015625,1.1
7.412308216094971,6.571416791701159,19.3894624710083,293.26171875,1.9
8.405065298080444,7.171663195881623,19.377195835113525,428.61328125,3.1
9.419425010681152,7.004928083609272,19.397640228271484,473.73046875,3.9
10.407044649124146,6.304640612065398,19.3894624710083,493.06640625,4.6
11.401859521865845,7.038275106063741,33.01769495010376,502.734375,5.3
12.41569995880127,6.571416791701159,19.438529014587402,502.734375,5.9
13.417980909347534,6.53806976924669,19.381284713745117,512.4023437499999,6.4
14.412404775619507,6.337987634519868,19.40990686416626,515.625,6.9
15.40560007095337,6.504722746792218,19.442617893218994,512.4023437499999,7.4
16.41326880455017,6.604763814155628,19.377195835113525,515.625,7.9
17.407349348068237,6.604763814155628,18.88653039932251,522.0703125,8.2
18.414611101150513,6.70480488151904,18.95604133605957,525.29296875,8.5
19.40825581550598,6.438028701883276,19.3894624710083,531.73828125,8.9
20.4173367023468,6.471375724337749,19.36492919921875,554.296875,9.1
21.411015272140503,6.6381108366101,19.401729106903076,531.73828125,9.5
22.421248197555542,6.604763814155628,19.397640228271484,531.73828125,9.8
23.41393542289734,6.6381108366101,19.826972484588623,531.73828125,10.2
24.406001091003418,6.571416791701159,19.377195835113525,534.9609375,10.4
25.414684295654297,6.73815190397351,19.405817985534668,534.9609375,10.8
26.407413244247437,6.571416791701159,19.826972484588623,538.18359375,11.2
27.4215304851532,6.73815190397351,19.381284713745117,547.8515625,11.4
28.414629697799683,6.6381108366101,19.806528091430664,538.18359375,11.8
29.418328523635864,6.571416791701159,19.86377239227295,534.9609375,12.1
30.41789722442627,7.505133420426326,19.761550426483154,538.18359375,12.4
31.420334577560425,6.671457859064569,19.781994819641113,531.73828125,12.7
32.41395545005798,-5.0,19.377195835113525,538.18359375,13.1
33.43101382255554,6.6381108366101,19.418084621429443,538.18359375,13.4
34.42247533798218,6.6381108366101,19.871950149536133,538.18359375,13.7
35.41363716125488,6.604763814155628,19.43444013595581,541.40625,14.1
36.42232918739319,6.604763814155628,19.835150241851807,541.40625,14.3
37.429991245269775,6.604763814155628,19.405817985534668,596.19140625,14.7
38.424219369888306,6.604763814155628,19.831061363220215,531.73828125,15.0
39.41811442375183,6.80484594888245,19.41399574279785,534.9609375,15.3
40.426305294036865,6.604763814155628,19.896483421325684,531.73828125,15.6
41.42110753059387,6.6381108366101,19.851505756378174,534.9609375,16.0
42.4282808303833,6.904887016245862,19.847416877746582,534.9609375,16.3
43.416168212890625,6.73815190397351,19.43035125732422,538.18359375,16.6
44.41075944900513,6.604763814155628,19.859683513641357,0.0,17.0
45.418386697769165,6.70480488151904,19.43035125732422,534.9609375,17.2
46.41142678260803,6.604763814155628,19.463062286376953,534.9609375,17.6
47.420146226882935,6.6381108366101,19.876039028167725,538.18359375,18.0
48.414196729660034,6.80484594888245,19.84332799911499,534.9609375,18.2
49.4214084148407,6.604763814155628,19.8392391204834,531.73828125,18.5
50.415520906448364,6.53806976924669,19.438529014587402,528.5156249999999,18.9
51.42506814002991,6.504722746792218,19.86786127090454,528.5156249999999,19.2
52.4175922870636,6.571416791701159,19.835150241851807,531.73828125,19.5
53.42585778236389,6.6381108366101,19.45897340774536,531.73828125,19.9
54.42026734352112,6.604763814155628,19.463062286376953,528.5156249999999,20.2
55.428828954696655,6.604763814155628,19.859683513641357,531.73828125,20.5
56.42142081260681,6.604763814155628,19.467151165008545,534.9609375,20.8
57.430554151535034,6.604763814155628,19.880127906799316,541.40625,21.1
58.42307901382446,6.104558477338575,19.884216785430908,528.5156249999999,21.4
59.41689991950989,6.604763814155628,19.40990686416626,531.73828125,21.8
60.42558765411377,7.171663195881623,19.450795650482178,609.0820312499999,22.1
61.418068170547485,6.671457859064569,19.450795650482178,534.9609375,22.4
62.42685604095459,6.337987634519868,19.446706771850586,531.73828125,22.8
63.42064547538757,6.6381108366101,19.426262378692627,509.1796875,23.1
64.43105745315552,6.604763814155628,19.450795650482178,528.5156249999999,23.4
65.42210221290588,6.604763814155628,19.463062286376953,531.73828125,23.7
66.43305969238281,6.80484594888245,19.43035125732422,531.73828125,24.0
67.42425918579102,7.305051285699504,19.43444013595581,531.73828125,24.3
68.41733837127686,6.70480488151904,20.468926429748535,531.73828125,24.7
69.42636013031006,6.271293589610925,19.45897340774536,528.5156249999999,25.0
70.43476390838623,6.137905499793046,19.43035125732422,534.9609375,25.3
71.42891550064087,6.604763814155628,19.45897340774536,531.73828125,25.7
72.4256112575531,6.571416791701159,19.43444013595581,538.18359375,26.0
73.43198299407959,6.571416791701159,19.826972484588623,531.73828125,26.2
74.42371463775635,7.004928083609272,19.45488452911377,531.73828125,26.7
75.43225646018982,6.471375724337749,19.487595558166504,534.9609375,26.9
76.42514729499817,7.338398308153973,19.418084621429443,534.9609375,27.2
77.43345236778259,6.471375724337749,19.43035125732422,531.73828125,27.6
78.42614150047302,6.471375724337749,19.47532892227173,538.18359375,27.9
79.42084956169128,6.604763814155628,19.40990686416626,534.9609375,28.2
80.42898488044739,6.604763814155628,19.06644105911255,538.18359375,28.6
81.42129158973694,6.6381108366101,19.467151165008545,528.5156249999999,28.8
82.43001818656921,6.70480488151904,19.45488452911377,531.73828125,29.2
83.42292308807373,6.604763814155628,19.47532892227173,534.9609375,29.5
84.43269109725952,4.904065668977649,19.471240043640137,528.5156249999999,29.8
85.42622303962708,6.471375724337749,19.426262378692627,534.9609375,30.1
86.43462610244751,7.738562577607617,19.45488452911377,531.73828125,30.5
87.42816519737244,7.138316173427153,19.45488452911377,538.18359375,30.8
88.42141938209534,6.671457859064569,19.446706771850586,534.9609375,31.1
89.43054008483887,6.73815190397351,19.422173500061035,538.18359375,31.5
90.4288535118103,6.604763814155628,19.438529014587402,531.73828125,31.8
91.43221259117126,6.671457859064569,19.43444013595581,531.73828125,32.1
92.42537879943848,7.371745330608444,19.43444013595581,534.9609375,32.4
93.43378281593323,6.604763814155628,19.467151165008545,538.18359375,32.7
94.4330153465271,7.505133420426326,19.43444013595581,531.73828125,33.0
95.43562483787537,6.471375724337749,19.43035125732422,531.73828125,33.4
96.42925834655762,6.504722746792218,19.45897340774536,531.73828125,33.7
97.43777203559875,6.504722746792218,19.438529014587402,531.73828125,34.0
98.43242049217224,-5.0,19.47532892227173,534.9609375,34.4
99.4238646030426,5.304229938431291,19.471240043640137,531.73828125,34.7
100.43305134773254,6.604763814155628,19.43035125732422,531.73828125,35.0
101.42620038986206,6.337987634519868,19.847416877746582,531.73828125,35.4
102.43560314178467,6.971581061154801,19.463062286376953,531.73828125,35.6
103.42812252044678,6.838192971336921,19.450795650482178,531.73828125,35.9
104.43662095069885,6.904887016245862,19.467151165008545,518.84765625,36.3
105.42945742607117,6.604763814155628,19.892394542694092,534.9609375,36.6
106.43903660774231,6.604763814155628,19.43444013595581,538.18359375,36.9
107.43142914772034,6.604763814155628,19.93328332901001,534.9609375,37.3
108.42547559738159,6.53806976924669,19.43035125732422,534.9609375,37.6
109.43906497955322,7.471786397971854,19.41399574279785,583.30078125,37.9
110.43243145942688,6.504722746792218,19.851505756378174,534.9609375,38.3
111.44148254394531,6.171252522247517,19.438529014587402,547.8515625,38.6
112.4341733455658,6.604763814155628,19.925105571746826,547.8515625,38.9
113.442711353302,6.604763814155628,19.8883056640625,615.52734375,39.2
114.43573045730591,6.671457859064569,19.45897340774536,538.18359375,39.5
115.43967723846436,6.904887016245862,19.86377239227295,538.18359375,39.8
116.43791365623474,8.77232027369619,19.450795650482178,538.18359375,40.2
117.43008136749268,6.53806976924669,19.446706771850586,538.18359375,40.6
118.43800640106201,6.671457859064569,19.463062286376953,534.9609375,40.8
119.43235111236572,6.604763814155628,19.442617893218994,538.18359375,41.1
120.44240498542786,5.604353140521521,19.495773315429688,534.9609375,41.5
121.43500900268555,6.471375724337749,19.471240043640137,538.18359375,41.7
122.4440176486969,6.037864432429636,19.52439546585083,534.9609375,42.1
123.43624520301819,5.637700162975994,19.93328332901001,538.18359375,42.4
124.44584345817566,6.471375724337749,19.487595558166504,534.9609375,42.7
125.43770599365234,9.205831565604305,19.47941780090332,538.18359375,43.1
126.44783282279968,6.571416791701159,19.925105571746826,538.18359375,43.4
127.44001507759094,6.6381108366101,19.86786127090454,541.40625,43.7
128.45069241523743,6.604763814155628,19.941461086273193,534.9609375,44.1
129.44279861450195,6.604763814155628,19.900572299957275,541.40625,44.4
130.45074701309204,6.604763814155628,19.941461086273193,534.9609375,44.8
131.44359397888184,6.70480488151904,19.871950149536133,534.9609375,45.0
132.43728137016296,6.504722746792218,19.884216785430908,534.9609375,45.4
133.44542717933655,7.438439375517383,19.916927814483643,538.18359375,45.8
134.43928980827332,6.504722746792218,19.945549964904785,538.18359375,46.0
135.44679832458496,6.471375724337749,19.52439546585083,541.40625,46.3
136.44064021110535,6.571416791701159,19.508039951324463,531.73828125,46.7
137.44885849952698,-5.0,19.929194450378418,538.18359375,46.9
138.4452028274536,6.571416791701159,19.945549964904785,541.40625,47.3
139.45128393173218,6.6381108366101,19.8883056640625,531.73828125,47.7
140.44417786598206,6.6381108366101,19.855594635009766,534.9609375,47.9
141.43284940719604,6.471375724337749,19.904661178588867,534.9609375,48.2
142.44124579429626,6.6381108366101,19.528484344482422,538.18359375,48.7
143.43472838401794,6.604763814155628,19.532573223114014,538.18359375,48.9
144.44316720962524,6.604763814155628,19.495773315429688,534.9609375,49.2
145.43896532058716,5.871129320157285,19.50395107269287,534.9609375,49.6
146.44562554359436,6.604763814155628,19.876039028167725,534.9609375,49.8
147.4377782344818,6.404681679428808,19.945549964904785,538.18359375,50.2
148.4483141899109,6.604763814155628,19.941461086273193,541.40625,50.6
149.4408655166626,5.537659095612582,19.508039951324463,541.40625,50.8
150.43496966362,5.971170387520695,19.9373722076416,538.18359375,51.1
151.4426736831665,8.77232027369619,19.495773315429688,547.8515625,51.5
152.43655157089233,6.771498926427979,19.49986219406128,534.9609375,51.8
153.44419836997986,6.671457859064569,19.495773315429688,538.18359375,52.1
154.43812155723572,6.70480488151904,19.528484344482422,538.18359375,52.5
155.44581151008606,6.604763814155628,19.49986219406128,544.6289062499999,52.7
156.44049620628357,6.6381108366101,19.483506679534912,534.9609375,53.1
157.4479296207428,6.571416791701159,19.540750980377197,538.18359375,53.5
158.44162464141846,6.237946567156458,19.49986219406128,538.18359375,53.7
159.4349603652954,6.504722746792218,19.516217708587646,538.18359375,54.1
160.44404768943787,6.604763814155628,19.516217708587646,538.18359375,54.5
161.43706464767456,6.604763814155628,19.945549964904785,538.18359375,54.7
162.4449532032013,6.70480488151904,19.47941780090332,534.9609375,55.0
163.4381401538849,6.604763814155628,19.483506679534912,580.078125,55.4
164.4469132423401,6.80484594888245,19.471240043640137,538.18359375,55.7
165.44384241104126,6.70480488151904,19.54483985900879,541.40625,56.0
166.44950771331787,6.53806976924669,19.483506679534912,505.95703125,56.4
167.44109416007996,6.604763814155628,19.512128829956055,538.18359375,56.6
168.44970774650574,6.571416791701159,19.508039951324463,538.18359375,57.0
169.44342160224915,6.70480488151904,19.528484344482422,512.4023437499999,57.4
170.4519362449646,6.70480488151904,19.512128829956055,541.40625,57.6
171.44567942619324,6.53806976924669,19.49986219406128,538.18359375,57.9
172.4383237361908,-0.5314989911009933,19.52030658721924,541.40625,58.3
173.44794416427612,6.70480488151904,19.95781660079956,538.18359375,58.6
174.44097089767456,6.571416791701159,19.52439546585083,602.63671875,58.9
175.4498257637024,6.571416791701159,19.487595558166504,541.40625,59.3
176.4465823173523,6.971581061154801,19.487595558166504,534.9609375,59.5
177.455739736557,6.271293589610925,19.471240043640137,547.8515625,59.9
178.44980120658875,7.705215555153146,19.528484344482422,541.40625,60.2
179.4582803249359,7.004928083609272,19.422173500061035,538.18359375,60.5
180.45024943351746,6.438028701883276,19.491684436798096,534.9609375,60.8
181.4592936038971,5.404271005794703,19.54892873764038,538.18359375,61.2
182.4516749382019,6.6381108366101,19.54892873764038,538.18359375,61.4
183.4441795349121,6.304640612065398,19.52030658721924,538.18359375,61.8
184.45401883125305,6.604763814155628,19.52439546585083,544.6289062499999,62.2
185.44695854187012,6.604763814155628,19.512128829956055,538.18359375,62.4
186.45921397209167,6.604763814155628,19.471240043640137,541.40625,62.7
187.4487111568451,6.438028701883276,19.491684436798096,538.18359375,63.1
188.45367813110352,6.671457859064569,19.495773315429688,541.40625,63.4
189.44730305671692,6.6381108366101,19.540750980377197,541.40625,63.7
190.45500373840332,6.604763814155628,19.516217708587646,547.8515625,64.1
191.44879007339478,6.337987634519868,19.9373722076416,541.40625,64.3
192.45781707763672,7.538480442880795,19.50395107269287,541.40625,64.7
193.45130610466003,6.971581061154801,19.9373722076416,541.40625,65.1
194.4442594051361,-5.0,19.93328332901001,544.6289062499999,65.3
195.45223021507263,6.771498926427979,19.941461086273193,541.40625,65.6
196.44594836235046,6.504722746792218,19.8883056640625,541.40625,66.0
197.45364427566528,5.704394207884935,19.945549964904785,544.6289062499999,66.3
198.44718408584595,6.671457859064569,19.516217708587646,538.18359375,66.6
199.45695328712463,6.604763814155628,19.9373722076416,538.18359375,67.0
200.45526766777039,6.504722746792218,19.929194450378418,544.6289062499999,67.3
201.4587128162384,6.604763814155628,19.974172115325928,544.6289062499999,67.6
202.45138597488403,5.804435275248345,19.994616508483887,551.07421875,68.0
203.45968103408813,7.10496915097268,19.95781660079956,544.6289062499999,68.2
204.45356822013855,6.73815190397351,19.487595558166504,541.40625,68.6
205.446350812912,6.304640612065398,19.528484344482422,538.18359375,69.0
206.45508003234863,6.337987634519868,19.974172115325928,541.40625,69.2
207.44998240470886,6.604763814155628,19.945549964904785,544.6289062499999,69.5
208.45649075508118,6.604763814155628,19.941461086273193,541.40625,69.9
209.45131874084473,6.73815190397351,21.45843505859375,541.40625,70.2
210.45923256874084,6.604763814155628,19.929194450378418,541.40625,70.5
211.4520823955536,6.571416791701159,19.896483421325684,541.40625,70.9
212.4604299068451,6.73815190397351,19.97826099395752,538.18359375,71.2
213.45444774627686,6.304640612065398,19.97826099395752,541.40625,71.5
214.46290469169617,-5.0,19.990527629852295,541.40625,71.9
215.45640802383423,6.671457859064569,19.994616508483887,541.40625,72.2
216.4532871246338,6.604763814155628,19.8883056640625,541.40625,72.5
217.46323227882385,6.404681679428808,19.97826099395752,531.73828125,72.8
218.4553291797638,5.671047185430464,19.95372772216797,541.40625,73.1
219.46040725708008,7.571827465335264,17.349112033843994,544.6289062499999,73.4
220.45367884635925,6.771498926427979,19.95781660079956,544.6289062499999,73.8
221.46700978279114,6.604763814155628,19.949638843536377,541.40625,74.1
222.45589017868042,6.6381108366101,19.99870538711548,534.9609375,74.4
223.46380805969238,6.971581061154801,20.00279426574707,538.18359375,74.8
224.45642352104187,6.6381108366101,19.961905479431152,534.9609375,75.0
225.46697854995728,5.971170387520695,19.56937313079834,538.18359375,75.3
226.45973467826843,6.604763814155628,19.99870538711548,541.40625,75.7
227.45600652694702,6.604763814155628,19.986438751220703,541.40625,76.0
228.46351623535156,6.037864432429636,19.99870538711548,634.8632812499999,76.3
229.45898509025574,6.504722746792218,20.00279426574707,541.40625,76.7
230.46632361412048,6.53806976924669,19.57346200942993,538.18359375,77.0
231.46114039421082,5.270882915976822,20.019149780273438,544.6289062499999,77.3
232.46450877189636,6.004517409975167,19.98234987258911,538.18359375,77.6
233.45907831192017,6.53806976924669,19.990527629852295,531.73828125,77.9
234.45065832138062,6.604763814155628,20.02323865890503,538.18359375,78.2
235.45938158035278,6.571416791701159,19.585728645324707,541.40625,78.6
236.4532287120819,6.6381108366101,19.57346200942993,538.18359375,78.9
237.46691489219666,6.571416791701159,19.54892873764038,544.6289062499999,79.2
238.47009873390198,8.072032802152318,19.581639766693115,538.18359375,79.6
239.46353149414062,5.804435275248345,19.536662101745605,534.9609375,79.8
240.46325302124023,6.6381108366101,19.597995281219482,534.9609375,80.1
241.4654562473297,8.105379824606786,19.565284252166748,538.18359375,80.5
242.45784401893616,6.53806976924669,19.54892873764038,541.40625,80.8
243.46682286262512,6.70480488151904,19.540750980377197,547.8515625,81.1
244.46120882034302,7.038275106063741,19.57346200942993,541.40625,81.5
245.46823072433472,6.80484594888245,19.561195373535156,525.29296875,81.8
246.46248602867126,7.305051285699504,22.194433212280273,541.40625,82.1
247.45561337471008,6.904887016245862,19.585728645324707,621.97265625,82.4
248.46412634849548,6.6381108366101,19.565284252166748,544.6289062499999,82.7
249.4610357284546,6.504722746792218,19.565284252166748,544.6289062499999,83.0
250.4709973335266,6.671457859064569,19.57346200942993,541.40625,83.4
251.46217465400696,7.805256622516554,19.54892873764038,538.18359375,83.7
252.47212624549866,6.571416791701159,19.974172115325928,538.18359375,84.0
253.46011757850647,6.471375724337749,19.565284252166748,541.40625,84.3
254.47009086608887,6.80484594888245,19.602084159851074,544.6289062499999,84.6
255.46251440048218,6.571416791701159,19.553017616271973,551.07421875,84.9
256.47137570381165,6.6381108366101,19.528484344482422,541.40625,85.3
257.46533250808716,6.371334656974337,19.56937313079834,541.40625,85.6
258.4576871395111,6.571416791701159,19.57346200942993,544.6289062499999,85.9
259.4676613807678,6.304640612065398,19.577550888061523,541.40625,86.2
260.4592533111572,6.73815190397351,19.585728645324707,544.6289062499999,86.6
261.467924118042,7.938644712334435,19.97826099395752,541.40625,86.8
262.46087408065796,6.604763814155628,19.56937313079834,544.6289062499999,87.2
263.4694781303406,6.838192971336921,19.581639766693115,538.18359375,87.6
264.4629843235016,6.604763814155628,19.965994358062744,538.18359375,87.8
265.4715986251831,6.604763814155628,19.577550888061523,544.6289062499999,88.2
266.4677519798279,7.071622128518213,19.961905479431152,541.40625,88.5
267.47898721694946,6.671457859064569,19.577550888061523,541.40625,88.8
268.4712953567505,6.604763814155628,20.015060901641846,538.18359375,89.1
269.4805042743683,6.438028701883276,19.5898175239563,538.18359375,89.5
270.47226214408875,6.604763814155628,19.577550888061523,541.40625,89.8
271.4822623729706,6.6381108366101,19.95781660079956,544.6289062499999,90.1
272.4747178554535,6.171252522247517,20.051860809326172,541.40625,90.4
273.46824884414673,6.971581061154801,19.56937313079834,541.40625,90.8
274.47709822654724,6.671457859064569,19.577550888061523,538.18359375,91.0
275.467488527298,6.371334656974337,19.57346200942993,538.18359375,91.4
276.47804832458496,6.471375724337749,20.02323865890503,551.07421875,91.6
277.46849274635315,6.6381108366101,20.035505294799805,554.296875,92.0
278.4773144721985,6.404681679428808,19.553017616271973,541.40625,92.4
279.46978664398193,-5.0,20.010972023010254,541.40625,92.6
280.46303057670593,6.571416791701159,19.565284252166748,541.40625,93.0
281.47040915489197,6.604763814155628,19.961905479431152,541.40625,93.3
282.46448588371277,6.671457859064569,20.010972023010254,0.0,93.6
283.4738943576813,6.671457859064569,20.060038566589355,547.8515625,93.9
284.46656489372253,6.471375724337749,19.986438751220703,554.296875,94.3
285.4749035835266,6.70480488151904,19.597995281219482,541.40625,94.5
286.4712595939636,6.904887016245862,19.56937313079834,541.40625,94.9
287.47714924812317,6.471375724337749,20.015060901641846,534.9609375,95.2
288.4693076610565,6.604763814155628,19.98234987258911,541.40625,95.5
289.4799475669861,8.172073869515728,20.084571838378906,541.40625,95.8
290.47238183021545,6.571416791701159,19.990527629852295,538.18359375,96.1
291.4808566570282,6.671457859064569,19.581639766693115,551.07421875,96.4
292.4794795513153,7.338398308153973,19.929194450378418,538.18359375,96.8
293.4712097644806,6.571416791701159,20.015060901641846,538.18359375,97.1
294.47992396354675,7.004928083609272,20.80012559890747,541.40625,97.4
295.47228622436523,6.80484594888245,20.051860809326172,541.40625,97.8
296.4820466041565,6.471375724337749,19.98234987258911,525.29296875,98.0
297.4755344390869,6.071211454884105,19.97826099395752,541.40625,98.3
298.4792447090149,5.971170387520695,19.98234987258911,541.40625,98.7
299.4718019962311,6.004517409975167,19.54892873764038,544.6289062499999,99.0
300.4804952144623,6.871539993791391,20.06821632385254,538.18359375,99.3
301.48046112060547,6.671457859064569,20.04777193069458,544.6289062499999,99.7
302.48766469955444,6.671457859064569,20.031416416168213,544.6289062499999,100.0
303.4764003753662,6.604763814155628,19.602084159851074,541.40625,100.3
304.4843854904175,6.604763814155628,20.064127445220947,541.40625,100.7
305.48371624946594,6.438028701883276,20.035505294799805,541.40625,100.9
306.4873104095459,6.604763814155628,19.606173038482666,541.40625,101.2
307.4845407009125,6.337987634519868,20.039594173431396,544.6289062499999,101.6
308.47302436828613,7.638521510244205,20.006883144378662,541.40625,101.9
309.4858376979828,6.6381108366101,20.02732753753662,544.6289062499999,102.2
310.47454714775085,6.73815190397351,20.031416416168213,541.40625,102.5
311.4832031726837,7.371745330608444,19.6388840675354,544.6289062499999,102.8
312.47876739501953,6.6381108366101,20.07230520248413,528.5156249999999,103.1
313.4900825023651,7.605174487789734,19.61843967437744,538.18359375,103.5
314.4794487953186,6.604763814155628,18.285465240478516,541.40625,103.8
315.47231006622314,6.671457859064569,19.606173038482666,538.18359375,104.1
316.4850194454193,6.70480488151904,19.642972946166992,544.6289062499999,104.5
317.47377586364746,6.404681679428808,20.02732753753662,544.6289062499999,104.7
318.48253321647644,6.404681679428808,19.647061824798584,538.18359375,105.1
319.47494745254517,6.838192971336921,19.626617431640625,538.18359375,105.4
320.48344016075134,6.53806976924669,19.56937313079834,538.18359375,105.7
321.47743487358093,6.871539993791391,20.04777193069458,541.40625,106.0
