Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.004986286163330078,8.072032802152318,1,483.3984375,0
0.525416374206543,8.072032802152318,22,489.84375,685.4
1.8412656784057617,8.138726847061257,21,480.17578125,685.7
2.857349395751953,8.138726847061257,21,451.171875,686.2
3.848393678665161,7.938644712334435,21,470.5078125,686.7
4.849637746810913,8.138726847061257,21,470.5078125,687.2
5.847573280334473,8.105379824606786,21,480.17578125,687.7
6.85138726234436,7.971991734788906,21,493.06640625,688.2
7.845960378646851,9.139137520695362,21,483.3984375,688.7
8.852818489074707,7.871950667425496,21,483.3984375,689.1
9.851309537887573,8.172073869515728,21,476.953125,689.7
10.855077981948853,8.138726847061257,22,480.17578125,690.0
11.854575634002686,7.938644712334435,21,493.06640625,690.5
12.862403154373169,8.37215600424255,21,493.06640625,691.0
13.856791019439697,7.671868532698676,21,476.953125,691.5
14.854616403579712,8.005338757243377,21,476.953125,692.0
15.85686993598938,7.305051285699504,21,493.06640625,692.5
16.847106218338013,8.105379824606786,21,493.06640625,693.0
17.85346293449402,7.671868532698676,21,483.3984375,693.5
18.846492052078247,8.2054208919702,21,483.3984375,694.0
19.855686902999878,8.60558516142384,21,483.3984375,694.4
20.847925186157227,8.77232027369619,22,480.17578125,694.9
21.858055591583252,8.105379824606786,21,493.06640625,695.4
22.852417469024658,8.105379824606786,22,493.06640625,695.8
23.866387367248535,8.138726847061257,22,496.2890625,696.4
24.856240272521973,8.172073869515728,22,489.84375,696.8
25.860140323638916,8.105379824606786,21,496.2890625,697.4
