Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.009235382080078125,0.4022176376241724,16,360.93749999999994,000.4
0.8789715766906738,0.5356057274420527,17,370.60546875,0.4
1.8727846145629883,0.4689116825331121,17,357.71484374999994,0.4
3.366140842437744,0.3688706151697021,17,370.60546875,0.4
4.375742673873901,0.6689938172599339,17,386.71875,0.4
5.876040935516357,0.9357699968956954,20,348.046875,0.4
6.868280410766602,0.4689116825331121,18,357.71484374999994,0.4
7.87792181968689,0.4022176376241724,19,357.71484374999994,0.4
8.870008945465088,0.035400390625,17,360.93749999999994,0.4
9.880378007888794,0.3021765702607606,19,0.0,0.4
