Time (seconds),Conductivity (mS),Measured distance (cm),Flowrate (mL/min),Permeate mass (g)
0.010289669036865234,0.4355646600786427,11,241.69921875,0.2
0.7698454856872559,0.8690759519867548,19,296.48437499999994,0.2
1.7627553939819336,0.5022587049875833,17,270.703125,0.2
3.2574148178100586,0.5022587049875833,17,277.1484375,0.2
4.266082048416138,0.7356878621688745,17,322.265625,0.1
5.767687559127808,0.4022176376241724,18,286.81640625,0.1
6.775743722915649,0.6689938172599339,19,267.48046875,0.1
7.768929719924927,0.5356057274420527,17,299.70703125,0.1
8.763226747512817,0.5356057274420527,21,280.37109374999994,0.1
9.771343231201172,0.8023819070778142,17,302.9296875,0.1
10.76477575302124,0.568952749896523,17,293.26171875,0.1
11.77323317527771,0.4355646600786427,17,299.70703125,0.2
12.76608920097351,0.3021765702607606,17,296.48437499999994,0.2
13.774839639663696,0.5022587049875833,18,286.81640625,0.2
14.767757892608643,0.5356057274420527,17,302.9296875,0.2
15.77553677558899,0.3355235927152318,17,293.26171875,0.2
16.769181728363037,1.0358110642591063,17,277.1484375,0.2
17.76171350479126,0.568952749896523,18,302.9296875,0.2
18.77268886566162,0.4355646600786427,18,306.15234375,0.2
