0,0,0,0,0,0,0
1.2632,2.2542,20.434,20.529,459.74,0.2161,2
3.8975,2.222,20.414,20.637,463.35,1.1198,2
6.2821,2.19,20.607,20.702,481.05,1.9413,1
8.592,2.1876,20.51,20.804,455.65,2.7402,1
11.04,2.1256,20.431,20.688,479.25,3.5867,2
13.484,2.1105,20.452,20.877,470.81,4.4332,2
15.886,2.0743,20.531,21.557,467.98,5.2827,1
18.285,2.0837,20.497,20.623,456.13,6.1258,1
20.571,2.0846,20.566,20.83,478.83,6.9155,1
22.958,2.0974,20.534,20.747,457.87,7.7426,1
25.312,2.0805,20.431,20.981,463.98,8.5613,2
27.75,2.0577,20.469,20.942,457.58,9.4127,2
30.238,2.0736,20.334,20.977,443.76,10.282,2
32.676,2.0543,20.466,20.896,479.48,11.133,2
35.125,2.0583,20.397,21.794,453.77,12.004,2
37.472,2.0517,20.297,20.672,455.07,12.835,2
39.893,2.0219,20.407,20.672,466.17,13.668,2
42.351,2.0196,20.324,20.751,456.56,14.517,2
44.768,2.0259,20.386,21.03,468.96,15.359,2
47.045,2.0471,20.328,21.024,459.91,16.157,2
49.488,2.0487,20.214,20.786,443.37,17.008,2
51.775,2.0468,20.576,21.673,460.46,17.817,1
54.132,2.054,20.317,20.643,468.41,18.648,2
56.589,2.041,20.403,21.673,478.72,19.515,2
59.051,2.0453,20.459,20.635,437.64,20.383,2
61.528,2.0521,20.407,20.749,467.61,21.237,2
63.887,2.0563,20.266,20.606,466.92,22.05,2
66.345,2.0549,20.569,20.779,463.19,22.897,1
68.748,2.0524,20.534,20.739,464.31,23.729,1
71.154,2.0611,20.583,20.812,434.89,24.562,1
73.663,2.0487,20.514,20.834,476.73,25.433,1
76.129,2.0563,20.383,20.867,458.6,26.29,2
78.529,2.075,20.283,20.647,451.49,27.12,2
80.969,2.0543,20.286,21.716,460.54,27.981,2
83.439,2.0121,20.021,21.879,248.67,28.879,2
85.936,2.0449,20.197,23.685,402.78,29.827,2
88.455,2.053,20.207,23.419,438.62,30.815,2
90.904,2.0673,20.193,23.783,447.37,31.779,2
93.322,2.0697,20.138,23.518,443.88,32.732,2
95.608,2.0915,19.897,23.331,423.41,33.624,2
97.846,2.0835,19.976,23.742,454.03,34.503,2
100.33,2.0663,19.831,23.545,453.57,35.481,2
102.81,2.0929,19.907,23.793,449,36.459,2
105.23,2.071,19.845,23.946,337.97,37.421,2
107.65,2.0855,19.679,26.671,261.21,38.445,2
110.18,2.0867,19.745,26.72,405.09,39.57,2
112.69,2.068,19.748,26.748,406.49,40.688,2
115.11,2.0848,19.848,26.887,335.85,41.77,2
117.56,2.0895,19.721,28.28,440.27,42.896,2
119.97,2.0929,19.783,28.463,419.21,44.034,2
122.44,2.1235,19.541,27.919,446.27,45.193,2
124.93,2.1133,19.659,27.707,425.37,46.348,2
127.38,2.1068,19.628,28.031,435.16,47.485,2
129.8,2.1253,19.576,28.76,432.47,48.635,2
132.24,2.0968,19.486,28.392,435.2,49.796,2
134.72,2.1166,19.469,28.414,342.64,50.968,2
137.17,2.0981,19.576,28.779,425.78,52.136,2
139.62,2.1012,19.441,29.618,292.73,53.328,2
142.06,2.1254,19.486,30.286,424.6,54.546,2
144.5,2.0915,19.572,30.167,438.6,55.775,2
146.94,2.1251,19.79,30.308,422.54,57.004,2
149.36,2.1302,19.807,30.888,435.5,58.242,2
151.84,2.1406,19.9,31.055,426.78,59.521,2
154.34,2.1283,19.928,30.854,383.31,60.811,2
156.84,2.1256,19.945,31.355,437.7,62.107,2
159.27,2.1412,19.914,31.074,425.98,63.369,2
161.76,2.1435,19.972,31.159,419.97,64.664,2
164.28,2.1416,19.948,31.131,379.58,65.968,2
166.75,2.1586,19.886,31.607,428.73,67.263,2
169.19,2.1524,19.886,31.298,412.69,68.542,2
171.66,2.155,20.01,31.921,433.55,69.843,2
174.09,2.1485,19.952,31.717,425.84,71.13,2
176.57,2.1385,19.972,31.546,408.69,72.438,2
179.05,2.1614,20.031,31.624,417.01,73.742,2
181.53,2.1658,19.945,31.75,419.46,75.051,2
184,2.1249,20.214,31.338,447.69,76.349,2
186.41,2.1423,20.09,31.713,434.54,77.619,2
188.87,2.1697,20.217,31.281,435.32,78.91,2
191.37,2.1626,20.234,32.033,410.32,80.229,2
193.84,2.1779,20.307,31.294,434.93,81.532,2
196.25,2.1703,20.297,32.102,411.67,82.804,2
198.68,2.1537,20.572,31.349,436.2,84.088,1
201.13,2.1538,20.407,31.328,431.69,85.366,2
203.58,2.1635,20.514,31.277,409.94,86.645,1
206.03,2.1876,20.503,31.367,429.96,87.928,1
208.46,2.1741,20.407,31.86,439.83,89.208,2
210.87,2.167,20.6,31.235,429.41,90.474,1
213.3,2.1817,20.417,31.294,411.57,91.739,2
215.74,2.1766,20.617,31.206,442.41,93.01,1
218.23,2.1891,20.548,31.593,426.21,94.312,1
220.69,2.1849,20.528,31.023,439.17,95.595,1
223.14,2.2116,20.859,31.782,437.58,96.882,1
225.6,2.1716,20.583,31.97,425.47,98.188,1
228.03,2.2104,20.841,31.711,429.45,99.476,1
230.52,2.1944,20.762,31.184,440.54,100.78,1
233.06,2.2131,20.91,31.446,425.9,102.11,1
235.67,2.2131,20.814,31.457,435.54,103.48,1
238.14,2.2142,20.914,32.035,424.47,104.78,1
240.56,2.2088,20.769,31.21,412.57,106.05,1
243.09,2.218,20.831,31.677,405.74,107.38,1
245.57,2.226,20.828,31.176,430.81,108.68,1
248.04,2.2233,20.869,31.202,441.48,109.97,1
250.48,2.228,20.91,31.074,427.59,111.23,1
252.9,2.224,21.131,31.015,420.38,112.48,1
255.3,2.2202,20.924,31.149,429.49,113.73,1
257.78,2.2361,21.017,31.043,432.14,115.01,1
260.26,2.2264,21.117,31.088,436.81,116.29,1
262.75,2.207,20.993,31.389,431.83,117.59,1
265.19,2.2288,20.807,31.471,420.21,118.87,1
267.56,2.2326,20.886,31.037,432.73,120.11,1
270.04,2.2492,20.866,31.182,412.55,121.39,1
272.5,2.2447,20.972,31.088,424.23,122.67,1
275.02,2.2492,20.893,31.076,446.37,123.98,1
277.49,2.2377,20.99,31.049,424.64,125.25,1
279.94,2.232,20.886,31.133,417.99,126.52,1
282.4,2.2554,20.79,30.96,423.64,127.79,1
284.88,2.2375,20.979,31.098,430.98,129.08,1
287.37,2.2464,20.907,31.064,445.61,130.37,1
289.87,2.2513,20.976,31.057,435.79,131.66,1
292.28,2.2601,20.845,31.151,444.9,132.91,1
294.75,2.2652,20.7,31.267,419.56,134.2,1
297.2,2.2442,20.855,30.929,432.65,135.47,1
299.65,2.2679,20.634,31.1,434.73,136.73,1
301.98,2.2632,20.772,31.436,438.85,137.95,1
304.42,2.2561,20.597,31.135,434.77,139.22,1
306.83,2.2644,20.634,31.304,440.95,140.47,1
309.3,2.2829,20.638,31.102,426.61,141.75,1
311.77,2.2688,20.634,31.408,420.76,143.05,1
314.21,2.2618,20.617,32.212,435.48,144.33,1
316.71,2.2823,20.548,30.931,435.91,145.65,1
319.14,2.2919,20.624,31.426,431.32,146.92,1
321.55,2.2866,20.617,31.259,409.2,148.17,1
324.01,2.2707,20.341,31.978,427.1,149.47,2
326.47,2.3035,20.697,31.163,438.38,150.76,1
328.91,2.2956,20.638,31.638,424,152.04,1
331.28,2.3128,20.652,30.89,426.98,153.28,1
333.68,2.3315,20.472,30.654,440.19,154.51,2
336.14,2.2976,20.345,32.32,440.93,155.8,2
338.62,2.3068,20.293,31.021,431.34,157.11,2
341.08,2.3161,20.276,30.964,439.68,158.38,2
343.52,2.3087,20.169,30.947,428.18,159.64,2
345.96,2.3039,20.169,32.467,449.06,160.93,2
348.51,2.3247,20.255,31.224,431.24,162.28,2
351,2.3128,20.193,31.76,425.41,163.58,2
353.53,2.3121,20.19,31.084,430.14,164.91,2
