90.23,2.4674,3148.3,53.866,392.42,59.209,2,,2
93.043,2.4453,3001.8,55.065,390.18,61.762,2,,2
95.845,2.4463,1236,54.896,387.88,64.33,1,,1
98.654,2.4069,1719.8,54.914,393.75,66.901,1,,1
101.39,2.4619,2983.9,54.682,387.43,69.397,2,,2
104.16,2.426,2293.4,54.338,393.38,71.92,1,,1
106.9,2.3652,2179.9,53.487,386.08,74.379,1,,1
109.47,2.4215,2936.6,54.314,386.68,76.687,2,,2
111.95,2.3897,764.33,54.234,389.2,78.93,1,,1
114.84,2.3667,2950.9,54.509,388.61,81.547,2,,2
117.66,2.3758,980.47,55.782,390.35,84.145,1,,1
120.48,2.3643,2051.3,55.159,387.51,86.749,1,,1
123.27,2.3751,2384.5,54.597,387.02,89.301,1,,1
126.14,2.3536,2816.9,53.487,386.66,91.881,2,,2
129.01,2.3503,682.05,54.731,388.27,94.469,1,,1
131.79,2.3618,2975,54.774,386.59,97.014,2,,2
134.67,2.3737,1905.7,54.361,386.68,99.632,1,,1
137.45,2.3758,2851.7,55.409,386.29,102.17,2,,2
140.26,2.3827,2698,56.073,386.55,104.78,2,,2
143.01,2.3658,3347.5,55.255,386.02,107.34,2,,2
145.75,2.3737,2506,56.34,394.5,109.88,1,,1
148.55,2.3847,2266.6,54.847,385.47,112.47,1,,1
151.29,2.3797,1746.6,55.568,387.49,115,1,,1
154.06,2.3745,1342.7,55.226,389.73,117.55,1,,1
156.85,2.3898,2505.1,55.959,385.25,120.14,1,,1
159.69,2.3841,3209,54.324,385.7,122.75,2,,2
162.47,2.3987,1623.4,55.475,385.37,125.29,1,,1
165.33,2.3824,2194.2,55.658,388.57,127.94,1,,1
168.18,2.3765,794.02,54.187,387.86,130.55,1,,1
171.01,2.3931,2464,54.686,386.45,133.12,1,,1
173.8,2.4034,3353.7,54.75,393.2,135.66,2,,2
176.6,2.4056,2864.2,53.754,392.77,138.2,2,,2
179.51,2.3951,2079,54.249,387.63,140.81,1,,1
182.26,2.4149,2442.5,54.87,391.34,143.31,1,,1
185.04,2.4207,712.79,53.839,389.02,145.83,1,,1
187.77,2.4186,2042.3,53.481,390.71,148.27,1,,1
190.57,2.3996,1538.5,52.996,390.1,150.76,1,,1
193.32,2.4054,1508.1,53.819,390.51,153.21,1,,1
196.14,2.411,1799.4,53.917,389.77,155.74,1,,1
198.96,2.4025,2702.5,53.501,390.04,158.26,2,,2
201.42,2.4057,2688.2,53.536,388.96,160.46,2,,2
204.3,2.4248,2895.5,54.399,389.59,163.05,2,,2
207.12,2.4115,2730.2,53.599,389.1,165.59,2,,2
210.06,2.4062,1714.5,53.167,391.67,168.2,1,,1
212.93,2.4179,1899.4,53.216,389.51,170.75,1,,1
215.75,2.4387,1313.6,52.685,390.04,173.23,1,,1
218.54,2.4095,2536.3,53.34,390.61,175.7,1,,1
221.28,2.4222,888.05,52.998,388.14,178.13,1,,1
224.02,2.4367,2289.8,53.774,387.8,180.57,1,,1
226.78,2.4416,2587.3,53.511,389.16,183.03,1,,1
229.57,2.4199,2821.3,52.882,390,185.5,2,,2
232.34,2.4214,1150.8,53.395,389.12,187.96,1,,1
235.19,2.4419,2908,53.014,396.58,190.49,2,,2
238.04,2.4345,2961.6,52.247,392.57,192.99,2,,2
240.87,2.4283,1775.2,52.571,396.18,195.46,1,,1
243.68,2.4573,2373.8,52.129,390.08,197.91,1,,1
246.52,2.4241,1076.6,52.601,396.85,200.39,1,,1
249.35,2.4401,1524.2,52.025,395.38,202.86,1,,1
251.84,2.44,1200.5,53.436,394.46,205.04,1,,1
254.61,2.4603,673.5,51.613,390.88,207.47,1,,1
257.31,2.4394,1536.7,51.422,392.77,209.79,1,,1
260.06,2.4428,2633.7,51.789,394.77,212.15,1,,1
262.85,2.4359,2186.2,51.774,393.53,214.56,1,,1
265.54,2.4496,2335.3,52.249,395.28,216.89,1,,1
268.33,2.438,924.34,52.797,393.75,219.34,1,,1
271.13,2.4447,1960.2,52.123,388.94,221.78,1,,1
273.95,2.44,986.2,52.08,391.73,224.24,1,,1
276.77,2.447,2049.5,51.345,390.9,226.66,1,,1
279.54,2.4553,1767.2,51.819,398.66,229.04,1,,1
282.35,2.4533,610.9,52.255,392.89,231.48,1,,1
285.15,2.4559,947.79,51.882,402.01,233.91,1,,1
288.02,2.4453,670,50.956,390.37,236.37,1,,1
290.78,2.4586,1800.2,53.279,392.28,238.77,1,,1
293.56,2.4795,1051.2,53.167,398.03,241.23,1,,1
296.3,2.4833,905.48,52.208,390.9,243.64,1,,1
299.04,2.4667,1767.2,51.391,390.45,246.01,1,,1
301.79,2.4705,1230.2,51.45,396.52,248.36,1,,1
304.57,2.4639,2200.5,51.752,396.38,250.75,1,,1
307.37,2.4622,1825.3,52.795,391.77,253.19,1,,1
310.25,2.4765,1281.2,51.343,395.79,255.69,1,,1
313.11,2.4705,2505.1,52.845,386.9,258.18,1,,1
315.89,2.4726,3747.7,51.279,391.98,260.58,2,,2
318.71,2.4773,552.27,50.899,393.16,262.99,1,,1
321.47,2.4864,1497.1,51.65,393.89,265.35,1,,1
324.25,2.478,2810.6,50.797,394.79,267.72,2,,2
327.02,2.4858,2922.3,51.487,394.69,270.08,2,,2
329.89,2.4744,2492.6,50.701,392.55,272.52,1,,1
332.6,2.4893,1485.6,53.247,394.63,274.87,1,,1
335.3,2.4877,3310.9,50.886,393.02,277.21,2,,2
338.08,2.5048,3843.3,51.66,393.59,279.59,2,,2
340.79,2.5037,2645.3,50.088,392.04,281.89,1,,1
343.54,2.4799,2027.2,50.442,397.26,284.2,1,,1
346.33,2.4944,2095,51.738,393.38,286.57,1,,1
349.13,2.517,1378.4,51.742,394.01,288.98,1,,1
351.92,2.503,822.16,50.88,399.72,291.37,1,,1
354.7,2.5182,1465.2,50.73,395.81,293.73,1,,1
357.54,2.5055,3095.6,51.064,394.75,296.13,2,,2
360.3,2.5016,1313.6,50.469,392.18,298.47,1,,1
363.18,2.5066,802.96,50.75,403.6,300.89,1,,1
365.95,2.511,3452,49.687,395.14,303.21,2,,2
368.72,2.5156,872.61,50.286,390.9,305.53,1,,1
371.5,2.5125,2648.9,49.834,393.81,307.84,1,,1
374.22,2.5157,1437,49.813,398.28,310.1,1,,1
376.96,2.5196,1338.1,49.982,398.05,312.38,1,,1
379.73,2.5083,744.4,49.406,395.87,314.67,1,,1
382.56,2.5286,625.58,49.772,400.15,317.01,1,,1
385.4,2.5155,936.63,49.746,392.32,319.37,1,,1
388.21,2.5329,1758.3,49.787,395.75,321.7,1,,1
391.02,2.5204,851.51,49.607,394.04,324.03,1,,1
393.83,2.5202,1588.5,49.823,395.83,326.35,1,,1
396.59,2.5305,1724.3,49.557,396.22,328.64,1,,1
399.3,2.524,1328.9,49.369,398.83,330.88,1,,1
402.09,2.5275,1911.9,49.709,395.05,333.17,1,,1
404.85,2.5276,1554.6,49.21,395.73,335.45,1,,1
407.56,2.5459,2388.1,49.306,394.79,337.68,1,,1
410.31,2.5539,1309.8,49.656,397.83,339.94,1,,1
413.07,2.563,2124.5,50.155,396.54,342.24,1,,1
415.82,2.53,1852.1,49.41,394.06,344.52,1,,1
418.69,2.5494,1361.2,49.614,398.58,346.89,1,,1
421.51,2.5384,1184,48.933,395.4,349.21,1,,1
424.34,2.5486,2015.5,48.854,407,351.51,1,,1
427.16,2.5534,1918.2,49.284,396.28,353.82,1,,1
429.97,2.5571,213.97,49.208,394.69,356.13,1,,1
432.85,2.5392,1655.5,48.901,397.01,358.48,1,,1
435.69,2.5571,2566.7,50.218,394.32,360.82,1,,1
438.48,2.5445,1951.2,48.88,395.42,363.13,1,,1
441.33,2.5454,2004.8,50.367,397.3,365.49,1,,1
444.1,2.5514,1530.5,49.302,404.23,367.79,1,,1
446.6,2.5666,1904.8,50.192,393.48,369.86,1,,1
449.39,2.5654,1683.2,48.75,398.4,372.16,1,,1
452.2,2.5634,2170.1,49.164,396.67,374.45,1,,1
455.05,2.5673,1041.3,48.579,398.7,376.77,1,,1
457.86,2.5692,2398.8,48.595,397.13,379.05,1,,1
460.79,2.5739,1637.7,48.544,397.81,381.42,1,,1
463.7,2.5847,1517.1,48.665,403.15,383.78,1,,1
466.57,2.5717,1125,48.29,403.9,386.1,1,,1
469.46,2.5608,1601.9,49.359,398.83,388.45,1,,1
472.3,2.5628,1331.9,48.524,398.46,390.77,1,,1
475.17,2.566,600.16,48.61,397.07,393.09,1,,1
478.01,2.5755,2212.1,48.094,394.1,395.38,1,,1
480.92,2.5861,1065.2,48.608,399.17,397.72,1,,1
483.76,2.5801,2570.3,49.732,397.4,400.05,1,,1
486.57,2.5933,2572.1,48.092,401.31,402.34,1,,1
489.35,2.5779,1559,49.392,398.44,404.6,1,,1
492.11,2.5905,676.01,48.742,397.79,406.86,1,,1
494.87,2.6004,3728.1,48.188,402.37,409.09,2,,2
497.57,2.5965,2284.4,48.237,397.95,411.26,1,,1
500.26,2.5858,1966.4,47.795,404.47,413.41,1,,1
502.99,2.6037,2076.3,47.693,397.7,415.58,1,,1
505.8,2.5929,2487.2,47.504,396.56,417.81,1,,1
508.65,2.6054,981.74,48.28,397.03,420.08,1,,1
511.5,2.5984,2631.9,48.799,399.21,422.39,1,,1
514.36,2.5972,2398.8,48.559,399.95,424.71,1,,1
517.1,2.608,1630.5,48.52,398.85,426.93,1,,1
519.95,2.586,2081.6,48.037,396.87,429.23,1,,1
522.68,2.6097,1010,48.559,400.25,431.42,1,,1
525.46,2.6104,1315.1,47.925,399.46,433.65,1,,1
528.34,2.623,2067.4,47.459,401.6,435.95,1,,1
531.16,2.6047,2790.1,47.624,402.23,438.18,2,,2
533.9,2.6158,1448.2,48.455,398.52,440.37,1,,1
536.64,2.6171,1909.2,47.968,399.83,442.58,1,,1
539.4,2.6143,2057.5,47.209,398.44,444.77,1,,1
542.2,2.6351,517.04,47.536,399.15,446.97,1,,1
545.01,2.6453,1351.9,48.597,399.74,449.23,1,,1
547.85,2.6315,1851.2,47.019,399.76,451.49,1,,1
550.79,2.6071,1325,47.107,400.99,453.79,1,,1
553.67,2.6283,2317.5,46.985,398.64,456.06,1,,1
556.55,2.6378,905.48,46.982,400.03,458.31,1,,1
559.45,2.6475,1511.7,47.547,400.82,460.59,1,,1
562.26,2.6417,1676.1,47.748,402.15,462.82,1,,1
565.13,2.6442,2093.3,47.198,398.99,465.1,1,,1
567.92,2.6413,1039.3,46.954,401.82,467.28,1,,1
570.72,2.6422,2851.7,47.538,403.52,469.49,2,,2
573.54,2.636,2098.6,47.105,400.19,471.71,1,,1
576.33,2.6454,2194.2,46.958,401.9,473.9,1,,1
579.06,2.6594,2213,48.235,399.21,476.06,1,,1
581.85,2.6398,2572.1,46.673,399.19,478.27,1,,1
584.59,2.6693,649.25,46.758,402.56,480.4,1,,1
587.39,2.6462,2397,46.978,397.87,482.59,1,,1
590.23,2.6614,938.49,46.86,398.83,484.81,1,,1
593.1,2.6557,1694.8,46.561,405.82,487.05,1,,1
596.02,2.6448,991.95,46.569,403.19,489.31,1,,1
598.89,2.6601,2682.9,47.046,397.38,491.55,2,,2
601.74,2.6565,1745.8,46.866,399.25,493.78,1,,1
604.57,2.6684,2054,47.005,403.92,496,1,,1
607.41,2.6743,1220,46.479,409.08,498.21,1,,1
610.27,2.6839,1425,47.858,405.37,500.46,1,,1
613.03,2.6833,1032.1,46.75,398.17,502.63,1,,1
615.89,2.6628,1572.4,46.227,401.78,504.85,1,,1
618.7,2.6505,1626,48.353,399.62,507.07,1,,1
621.52,2.6814,1539.4,46.284,402.7,509.29,1,,1
624.28,2.6821,569.58,46.152,402.58,511.42,1,,1
627.04,2.6939,2302.3,45.993,400.66,513.54,1,,1
629.83,2.6837,2371.1,47.186,401.78,515.7,1,,1
632.46,2.678,2100.4,46.596,400.44,517.76,1,,1
635.27,2.6992,3145.6,46.936,400.36,519.95,2,,2
638.09,2.6793,2021.8,46.565,401.88,522.14,1,,1
641,2.6856,2319.3,46.443,406.12,524.4,1,,1
643.84,2.6966,2138.8,45.936,403.58,526.59,1,,1
646.76,2.7091,1417,46.023,406.65,528.82,1,,1
649.62,2.7005,181.93,46.031,397.13,531.02,1,,1
652.47,2.6998,1321.2,46.651,397.09,533.22,1,,1
655.24,2.7047,689.65,45.588,396.73,535.34,1,,1
658.07,2.7028,1824.4,45.834,400.89,537.5,1,,1
660.85,2.7031,3437.7,45.577,399.97,539.62,2,,2
663.6,2.7025,1911.9,45.763,391.22,541.71,1,,1
666.34,2.7153,1881.5,46.021,394.81,543.81,1,,1
669.08,2.6946,3227.8,46.091,396.6,545.91,2,,2
671.86,2.7111,1097.6,45.948,402.52,548.04,1,,1
674.59,2.7142,1887.8,45.932,397.52,550.14,1,,1
677.39,2.7118,2543.5,46.16,400.95,552.29,1,,1
680.24,2.7196,3335.9,45.657,396.91,554.47,2,,2
683.06,2.7376,1541,45.862,398.38,556.62,1,,1
685.92,2.7278,2202.2,45.748,401.66,558.8,1,,1
688.76,2.7312,1526,45.673,405.8,560.96,1,,1
691.69,2.7287,1543.9,45.634,403.96,563.19,1,,1
694.51,2.7257,2179.9,45.449,402.74,565.33,1,,1
697.34,2.725,1295.5,45.268,399.32,567.47,1,,1
700.08,2.7369,2782,45.531,400.33,569.55,2,,2
702.88,2.7562,1403.5,46.07,402.66,571.68,1,,1
705.69,2.7369,972.87,45.15,398.07,573.82,1,,1
708.4,2.738,357.1,45.809,400.64,575.87,1,,1
711.18,2.7492,2662.3,46.327,400.56,578.01,1,,1
713.98,2.7388,803.52,45.107,399.32,580.14,1,,1
716.79,2.746,1643,45.015,400.87,582.25,1,,1
719.57,2.7554,1783.3,45.359,399.64,584.35,1,,1
722.38,2.7603,1686.8,45.29,398.34,586.46,1,,1
725.23,2.7632,1370.6,45.673,397.73,588.63,1,,1
728.03,2.7603,2206.7,46.294,403.09,590.78,1,,1
730.89,2.7568,3015.2,45.386,399.87,592.96,2,,2
733.71,2.7568,2007.5,46.013,398.62,595.11,1,,1
736.59,2.7581,972.24,44.854,396.99,597.28,1,,1
739.43,2.7562,1045.9,44.871,396.22,599.41,1,,1
742.24,2.7615,1496.2,44.761,396.81,601.51,1,,1
745.01,2.7699,1803.8,44.842,396.69,603.58,1,,1
747.76,2.7835,885.07,44.626,396.2,605.63,1,,1
750.46,2.7721,2550.6,45.007,397.32,607.65,1,,1
753.25,2.7727,178,44.49,401.37,609.73,1,,1
755.97,2.781,2016.4,46.661,401.11,611.79,1,,1
758.74,2.7847,1771.7,44.614,400.72,613.89,1,,1
761.58,2.7734,1918.2,44.496,403.11,616.01,1,,1
764.41,2.782,2488.1,45.628,407.8,618.13,1,,1
767.33,2.7861,877.34,44.533,403.35,620.33,1,,1
770.18,2.7921,1803.8,44.49,402.68,622.44,1,,1
773.01,2.7963,3058.1,44.349,401.8,624.54,2,,2
775.79,2.8087,1612.6,44.942,400.05,626.61,1,,1
778.59,2.7923,1957.5,44.584,397.09,628.69,1,,1
781.44,2.7774,1506.3,44.51,401.17,630.81,1,,1
784.2,2.7893,2347.9,46.066,399.32,632.89,1,,1
786.98,2.8163,2425.6,45.119,398.3,635.01,1,,1
789.72,2.8045,2445.2,44.463,398.46,637.05,1,,1
792.41,2.8004,1826.2,44.59,401.56,639.04,1,,1
795.15,2.8019,1267,45.144,395.34,641.09,1,,1
798.01,2.8116,2333.6,44.457,401.82,643.23,1,,1
800.77,2.8178,1535.8,44.188,399.38,645.27,1,,1
803.56,2.7979,1555.5,45.013,407.57,647.34,1,,1
806.35,2.8118,2624.8,44.553,401.31,649.43,1,,1
809.18,2.7951,1888.7,45.799,400.84,651.56,1,,1
812.15,2.8377,1961.9,46.537,399.03,653.84,1,,1
814.96,2.8084,1360.4,44.586,399.76,655.97,1,,1
817.73,2.8173,1633.2,44.445,404.29,658.03,1,,1
820.5,2.8306,2400.6,44.064,403.54,660.07,1,,1
823.27,2.8306,2554.2,43.969,404.72,662.11,1,,1
826.07,2.8249,1506.9,44.49,401.21,664.17,1,,1
828.83,2.8312,2554.2,44.079,398.74,666.2,1,,1
831.56,2.85,2709.7,43.793,399.11,668.21,2,,2
834.28,2.835,1864.6,44.062,399.66,670.2,1,,1
837.05,2.8489,1913.7,43.84,401.4,672.23,1,,1
839.86,2.8383,1899.4,43.991,402.35,674.29,1,,1
842.62,2.8488,3242.1,46.241,400.76,676.36,2,,2
845.44,2.8523,1322,43.816,401.8,678.47,1,,1
848.23,2.8483,1213.5,44.294,399.36,680.52,1,,1
851.08,2.8536,2223.7,43.952,401.48,682.62,1,,1
853.87,2.8536,1385.4,44.714,402.11,684.68,1,,1
856.63,2.8609,1905.7,43.82,400.87,686.72,1,,1
859.34,2.8799,1170.5,44.353,400.8,688.71,1,,1
862.11,2.8665,1180.4,43.604,402.62,690.74,1,,1
864.86,2.8582,1414.6,43.747,400.72,692.74,1,,1
867.56,2.89,1944.1,43.663,400.87,694.71,1,,1
870.34,2.8688,2087.9,43.793,399.97,696.73,1,,1
873.13,2.8788,1722.5,43.557,403.41,698.77,1,,1
875.93,2.8647,2104,43.828,401.19,700.8,1,,1
878.79,2.8753,573.17,43.641,403.62,702.89,1,,1
881.57,2.9013,2043.2,43.993,401.95,704.92,1,,1
884.38,2.8726,2506,44.439,409.82,706.99,1,,1
887.24,2.8782,2357.7,43.561,401.95,709.09,1,,1
890.12,2.8927,716.43,43.49,399.58,711.18,1,,1
892.96,2.8879,1588.5,44.125,399.27,713.25,1,,1
895.8,2.8873,2649.8,45.036,402.03,715.36,1,,1
898.62,2.9006,1475.8,43.836,405.39,717.45,1,,1
901.41,2.893,2849,44.296,408.1,719.5,2,,2
904.29,2.8948,1626,43.39,407.1,721.6,1,,1
907.15,2.9026,855.58,43.398,402.78,723.67,1,,1
909.9,2.8949,1984.3,43.726,404.19,725.67,1,,1
912.64,2.9179,125.74,44.518,405.35,727.69,1,,1
915.45,2.8965,724.8,43.189,400.66,729.73,1,,1
918.28,2.9,1685.9,43.085,398.01,731.77,1,,1
921.05,2.9134,2790.9,43.421,399.62,733.77,2,,2
923.95,2.9006,2492.6,43.024,401.07,735.85,1,,1
926.82,2.9241,392.07,44.05,402.62,737.94,1,,1
929.72,2.8993,746,44.156,403.43,740.07,1,,1
932.62,2.9185,1131.3,43.215,402.9,742.18,1,,1
935.53,2.9205,1210.6,43.282,399.4,744.28,1,,1
938.45,2.9262,946.54,43.022,405.92,746.38,1,,1
941.39,2.9397,1597.5,43.227,402.15,748.49,1,,1
944.32,2.9382,1574.2,43.618,403.01,750.61,1,,1
947.25,2.9331,3574.4,43.292,404.64,752.73,2,,2
950.11,2.9228,1520.2,42.798,401.23,754.79,1,,1
953,2.949,1453.1,44.162,407.49,756.88,1,,1
955.85,2.9543,2693.6,43.518,401.76,758.96,2,,2
958.72,2.9662,1935.1,42.908,399.15,761.03,1,,1
961.62,2.9541,1477.4,43.036,401.84,763.11,1,,1
964.47,2.9265,1086.7,44.307,402.66,765.18,1,,1
967.31,2.929,1758.3,42.934,403.58,767.25,1,,1
970.11,2.9428,2049.5,43.015,401.99,769.25,1,,1
972.92,2.9573,221.39,43.384,400.7,771.28,1,,1
975.64,2.9762,1913.7,43.512,401.66,773.25,1,,1
978.48,2.9447,2898.1,42.765,400.54,775.28,2,,2
981.26,2.9708,1250.7,42.946,404.15,777.27,1,,1
984.17,2.9483,1923.5,43.197,404.98,779.36,1,,1
986.99,2.955,1189.7,42.726,400.13,781.38,1,,1
989.83,2.9845,1114.7,42.938,403.43,783.41,1,,1
992.75,2.9764,2080.8,42.643,401.52,785.49,1,,1
995.59,2.9732,1298.5,42.712,404.78,787.51,1,,1
998.52,2.9833,1470.9,42.618,401.93,789.59,1,,1
1001.4,2.9809,763.24,42.761,400.66,791.66,1,,1
1004.3,2.9947,2589.9,42.724,400.89,793.72,1,,1
1007.2,2.9732,2673.9,43.51,401.15,795.8,1,,1
1010,2.9888,1722.5,43.075,407.29,797.84,1,,1
1012.9,2.9838,1979.8,42.84,399.7,799.9,1,,1
1015.7,2.9901,1008,43.376,401.27,801.9,1,,1
1018.5,2.9961,2460.4,42.743,399.38,803.94,1,,1
1021.3,2.9868,804.64,43.504,401.78,805.96,1,,1
1024.1,3.002,1171.9,42.796,401.33,807.94,1,,1
1026.9,2.9848,1318.2,43.747,401.21,809.96,1,,1
1029.7,3.0078,1466.8,42.411,404.68,812,1,,1
1032.5,3.0127,1188.3,42.58,401.58,813.96,1,,1
1035.3,2.9961,2324.6,42.702,409.88,815.97,1,,1
1038.2,3.0286,1500.3,42.667,403.72,818,1,,1
1041.1,3.0179,2024.5,42.559,405.35,820.06,1,,1
1044,3.0239,1763.6,43.089,401.01,822.13,1,,1
1046.8,3.0311,1094.2,42.726,399.85,824.15,1,,1
1049.7,3.0084,1144.5,42.785,401.95,826.23,1,,1
1052.6,3.0298,785.7,43.533,400.09,828.32,1,,1
1055.5,3.0209,2357.7,42.765,399.07,830.41,1,,1
1058.5,3.0235,419.29,42.614,404.21,832.48,1,,1
1061.4,3.032,2072.7,42.303,403.88,834.58,1,,1
1064.3,3.0244,1184.7,42.293,401.21,836.64,1,,1
1067.3,3.0325,1541.8,42.932,402.25,838.7,1,,1
1070,3.0304,930.47,42.834,402.78,840.7,1,,1
1072.9,3.0535,1361.2,42.233,402.23,842.73,1,,1
1075.7,3.0546,1455.5,42.472,401.07,844.71,1,,1
1078.6,3.0493,1985.2,42.502,400.97,846.75,1,,1
1081.4,3.0496,1062.5,42.431,401.54,848.74,1,,1
1084.2,3.052,1898.5,42.211,401.27,850.73,1,,1
1087,3.055,514.53,42.13,404.7,852.69,1,,1
1089.8,3.0734,2183.5,42.411,403.19,854.62,1,,1
1092.6,3.0557,741.73,41.902,403.23,856.63,1,,1
1095.5,3.0721,959.02,42.042,399.3,858.61,1,,1
1098.3,3.0724,2397.9,42.158,402.01,860.61,1,,1
1101.2,3.0703,1526.9,42.286,401.42,862.64,1,,1
1104.1,3.0889,2144.2,42.608,403.03,864.71,1,,1
1107,3.0463,1186.9,42.657,405.19,866.74,1,,1
1109.9,3.0716,504.14,42.647,399.64,868.83,1,,1
1112.9,3.0789,1155,41.946,402.5,870.91,1,,1
1115.8,3.0756,1157.8,42.549,403.7,873,1,,1
1118.6,3.0756,1429.8,42.893,401.21,874.94,1,,1
1121.5,3.0966,1723.4,42.49,397.97,877.05,1,,1
1124.4,3.0872,2573,42.101,402.17,879.09,1,,1
1127.3,3.0832,1457.1,42.398,411.36,881.12,1,,1
1130.2,3.1017,2043.2,41.822,403.39,883.15,1,,1
1133.1,3.0883,1315.1,42.056,400.25,885.16,1,,1
1136,3.084,2130.8,42.158,402.84,887.19,1,,1
1138.9,3.0972,2371.1,42.221,401.44,889.23,1,,1
1141.7,3.1134,453.59,41.924,403.23,891.25,1,,1
1144.5,3.1001,1804.7,42.276,410.18,893.22,1,,1
1147.3,3.1332,2282.6,42.095,404.94,895.15,1,,1
1150.1,3.1157,1536.8,42.853,403.29,897.11,1,,1
1152.9,3.114,1067.2,41.863,404.78,899.11,1,,1
1155.7,3.1265,1239,42.134,406,901.08,1,,1
1158.6,3.1208,1800.2,42.317,403.82,903.11,1,,1
1161.5,3.1278,1934.2,42.032,401.64,905.14,1,,1
1164.4,3.1309,1335,41.993,409.16,907.15,1,,1
1167.3,3.1161,1373.7,41.932,403.92,909.21,1,,1
1170.2,3.1195,1535.2,42.144,403.72,911.24,1,,1
1173.2,3.1468,1408.3,42.187,404.94,913.33,1,,1
1176.1,3.1367,2074.5,41.806,404.49,915.41,1,,1
1179,3.1332,938.49,41.922,403.35,917.44,1,,1
1182,3.1458,1077.9,41.688,411.55,919.47,1,,1
1184.8,3.1468,1910.1,41.692,402.13,921.45,1,,1
1187.7,3.1344,619.87,41.678,402.58,923.43,1,,1
1190.5,3.1551,2184.4,41.712,413.97,925.39,1,,1
1193.4,3.1689,1058.5,41.682,403.96,927.42,1,,1
1196.3,3.1627,1881.5,41.596,402.21,929.41,1,,1
1199,3.1836,2322.8,42.101,403.41,931.34,1,,1
1201.9,3.171,2193.3,41.582,404,933.3,1,,1
1204.6,3.1816,436.2,41.688,401.5,935.24,1,,1
1207.4,3.1862,1532.7,41.474,404.62,937.15,1,,1
1210.1,3.1472,1522.7,41.449,406.37,939.05,1,,1
1213,3.175,267.13,41.59,403.86,941,1,,1
1215.7,3.1685,916.4,41.568,401.7,942.92,1,,1
1218.6,3.1907,1035.4,41.918,404.6,944.92,1,,1
1221.5,3.1752,1034.7,42.688,400.87,946.96,1,,1
1224.4,3.1725,1824.4,42.484,406.96,949.03,1,,1
1227.3,3.1911,671,41.582,402.48,951.07,1,,1
1230.2,3.1748,1071.9,41.484,398.83,953.03,1,,1
1233.1,3.1902,595.99,41.578,401.44,955.07,1,,1
1236,3.1717,788.47,42.046,401.93,957.07,1,,1
1238.9,3.1962,1795.8,41.849,403.01,959.12,1,,1
1241.8,3.2003,303.16,42.337,403.05,961.14,1,,1
1244.7,3.2035,523.37,41.557,403.7,963.14,1,,1
1247.5,3.2134,1255.9,41.48,406.72,965.11,1,,1
1250.3,3.2047,1288.7,41.631,405.49,967.05,1,,1
1253.1,3.2108,920.06,41.423,401.29,969.01,1,,1
1255.9,3.2136,784.05,41.492,404.17,970.94,1,,1
1258.7,3.2167,735.35,41.368,401.25,972.86,1,,1
1261.5,3.239,1512.7,41.787,401.86,974.8,1,,1
1264.4,3.2181,2431.8,42.132,397.07,976.8,1,,1
1267.2,3.2194,383.52,41.568,402.92,978.76,1,,1
1269.9,3.2144,743.33,41.474,401.29,980.65,1,,1
1272.7,3.2426,1151.5,41.317,402.84,982.6,1,,1
1275.6,3.2399,1819.9,41.28,401.56,984.57,1,,1
